#{"t_start": 1677538552.2168996, "env_id": "DeepRMSADPP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,length_comparison,length_wp,length_bp,hops_wp,hops_bp,number_slots_wp,number_slots_bp,initial_slots_wp,initial_slots_bp,average_external_fragmentation_wp,average_external_fragmentation_bp
-4,50,0.374553,0.54,0.5691021126760564,0.54,"(0.54,)",0.0,0.0,0.54,0.54,0.35714285714285715,3000,5400,2,5,7,7,18,157,0.31145386015630994,0.435704162974047
-6,50,0.711024,0.56,0.5508910891089109,0.55,"(0.56,)",0.0,0.0,0.55,0.56,0.075,450,5550,2,7,3,8,60,274,0.3220072359940451,0.27343040640313804
-12,50,1.073976,0.62,0.5842942864596922,0.5733333333333334,"(0.62,)",0.08,0.24,0.49333333333333335,0.38,0.7142857142857143,750,300,3,1,5,4,94,44,0.45621524086718507,0.4169010477357638
-42,50,1.37695,0.92,0.6699684293606946,0.66,"(0.92,)",0.24,0.72,0.42,0.2,0.0975609756097561,600,5550,1,6,3,7,51,219,0.41108050231682736,0.49793999315360327
-30,50,1.726916,0.8,0.7006417279699484,0.688,"(0.8,)",0.32,0.64,0.368,0.16,0.4727272727272727,3900,4350,3,3,16,16,306,173,0.5201348975069641,0.5413390294936408
-36,50,2.028725,0.86,0.7331101404545811,0.7166666666666667,"(0.86,)",0.3933333333333333,0.76,0.3233333333333333,0.1,0.7407407407407407,3000,1050,4,1,6,3,5,0,0.5974445024681332,0.5990925317079093
-40,50,2.351557,0.9,0.7579940394828243,0.7428571428571429,"(0.9,)",0.4342857142857143,0.68,0.30857142857142855,0.22,0.30769230769230765,600,1350,1,3,4,6,6,175,0.570307300768721,0.6068890484243403
-30,50,2.676911,0.8,0.7635323688325054,0.75,"(0.8,)",0.47,0.72,0.28,0.08,0.7916666666666666,2850,750,3,1,12,5,225,30,0.6529826023807576,0.630466324686946
-42,50,2.992726,0.92,0.7825642111205193,0.7688888888888888,"(0.92,)",0.5066666666666667,0.8,0.26222222222222225,0.12,0.3333333333333333,2100,4200,2,5,6,6,110,246,0.6717192866534283,0.6306010829427546
-34,50,3.315073,0.84,0.7904562324033786,0.776,"(0.84,)",0.51,0.54,0.266,0.3,0.34090909090909094,2250,4350,2,5,13,13,114,342,0.6687824050240434,0.6552028930810984
-32,50,3.650763,0.82,0.7950471288960851,0.78,"(0.82,)",0.5236363636363637,0.66,0.25636363636363635,0.16,0.45945945945945943,2550,3000,2,5,7,7,36,235,0.6823667283695751,0.6767487947025623
-38,50,3.97509,0.88,0.803221881282404,0.7883333333333333,"(0.88,)",0.5483333333333333,0.82,0.24,0.06,0.4583333333333333,3300,3900,5,2,6,6,110,0,0.6977713862258371,0.585617202516707
-34,50,4.313304,0.84,0.8081584139004276,0.7923076923076923,"(0.84,)",0.56,0.7,0.2323076923076923,0.14,0.5714285714285715,2400,1800,2,2,7,4,234,11,0.7125657981977136,0.6728433287718476
-36,50,4.61736,0.86,0.8144494315463306,0.7971428571428572,"(0.86,)",0.5685714285714286,0.68,0.22857142857142856,0.18,0.42857142857142855,450,600,2,2,3,3,51,39,0.6815013757363222,0.6839869885252359
-40,50,4.920074,0.9,0.8209386281588448,0.804,"(0.9,)",0.5773333333333334,0.7,0.22666666666666666,0.2,0.5833333333333334,2100,1500,2,2,17,9,116,146,0.7166513372062132,0.7308807042555665
-40,50,5.211276,0.9,0.8258518171767776,0.81,"(0.9,)",0.5875,0.74,0.2225,0.16,0.32142857142857145,1350,2850,3,2,9,16,85,148,0.6907227326280351,0.7248722348226395
-34,50,5.531175,0.84,0.8272633159548969,0.8117647058823529,"(0.84,)",0.591764705882353,0.66,0.22,0.18,0.30769230769230765,600,1350,1,3,5,9,3,157,0.6897037679169029,0.7138233925828029
-32,50,5.835434,0.82,0.8293571668048914,0.8122222222222222,"(0.82,)",0.5933333333333334,0.62,0.21888888888888888,0.2,0.17857142857142855,750,3450,1,4,3,7,11,68,0.7159541485920764,0.7075628849913738
-38,50,6.145261,0.88,0.8328089173040553,0.8157894736842105,"(0.88,)",0.5905263157894737,0.54,0.22526315789473683,0.34,0.1111111111111111,450,3600,2,3,3,8,68,274,0.7001255515896166,0.7267708680220721
-32,50,6.451087,0.82,0.8333823213987814,0.816,"(0.82,)",0.592,0.62,0.224,0.2,0.28888888888888886,1950,4800,3,4,8,14,42,296,0.7145446767249557,0.6974974515299016
-42,50,6.761648,0.92,0.8376133731054011,0.820952380952381,"(0.92,)",0.5942857142857143,0.64,0.22666666666666666,0.28,0.42857142857142855,450,600,2,2,5,5,54,103,0.7044036687883162,0.6853503171987028
-34,50,7.063929,0.84,0.8394714932126697,0.8218181818181818,"(0.84,)",0.5963636363636363,0.64,0.22545454545454546,0.2,0.43636363636363634,3600,4650,3,7,7,7,127,266,0.6949177879060828,0.6986086253333263
-34,50,7.38123,0.84,0.8403646912556983,0.8226086956521739,"(0.84,)",0.6017391304347826,0.72,0.22086956521739132,0.12,0.5294117647058824,4050,3600,6,3,10,10,146,269,0.7317673774271766,0.6963699828071491
