#{"t_start": 1677592896.1456711, "env_id": "DeepRMSADPPKSP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,length_comparison,length_wp,length_bp,hops_wp,hops_bp,number_slots_wp,number_slots_bp,initial_slots_wp,initial_slots_bp,average_external_fragmentation_wp,average_external_fragmentation_bp
50,50,0.284235,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.41666666666666663,1500,2100,2,2,8,14,258,289,0.2629129791134029,0.3103230850531404
36,50,0.607893,0.14,0.07405940594059406,0.07,"(0.14,)",0.07,0.14,0.0,0.0,0.4615384615384615,900,1050,2,2,5,5,258,130,0.4590479969044289,0.4600543906334269
-4,50,0.86677,0.54,0.24831724497782415,0.22666666666666666,"(0.54,)",0.22666666666666666,0.54,0.0,0.0,0.15384615384615385,300,1650,1,3,4,7,141,348,0.5288489618322794,0.5436892891416094
-30,50,1.113989,0.8,0.39435674822415157,0.37,"(0.8,)",0.37,0.8,0.0,0.0,0.5,3900,3900,4,3,8,8,137,291,0.6231862872529828,0.48947263062146223
-28,50,1.344508,0.78,0.476224761308499,0.452,"(0.78,)",0.452,0.78,0.0,0.0,0.4915254237288135,4350,4500,3,3,16,16,65,89,0.48756613842489666,0.6174868292734842
-28,50,1.58337,0.78,0.5279209060235922,0.5066666666666667,"(0.78,)",0.5066666666666667,0.78,0.0,0.0,0.25,1050,3150,1,3,3,6,37,327,0.6416156850269155,0.6477079357851776
-32,50,1.804451,0.82,0.577318663589307,0.5514285714285714,"(0.82,)",0.5514285714285714,0.82,0.0,0.0,0.5,3900,3900,4,3,6,6,21,150,0.6883520695633021,0.6287237847685977
-20,50,2.027624,0.7,0.6004908266867219,0.57,"(0.7,)",0.57,0.7,0.0,0.0,0.14285714285714285,600,3600,1,3,3,8,21,108,0.609042671093881,0.6990195087495822
-26,50,2.262933,0.76,0.6232535986452159,0.5911111111111111,"(0.76,)",0.5911111111111111,0.76,0.0,0.0,0.38181818181818183,3150,5100,2,4,9,9,136,268,0.6347368532318941,0.5925326034624749
-24,50,2.547236,0.74,0.6434124648067571,0.606,"(0.74,)",0.606,0.74,0.0,0.0,0.2962962962962963,1200,2850,3,2,3,6,98,81,0.6926442867366,0.6755626871632537
