#{"t_start": 1669214629.784097, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate
49,49,2.474164,0.0,0.0
49,49,3.611232,0.0,0.0
19,49,4.642275,0.30612244897959184,0.1249464209172739
-17,49,5.560406,0.673469387755102,0.2796494331430409
-17,49,6.13483,0.673469387755102,0.3628824890717408
-15,49,6.708574,0.6530612244897959,0.42070731317010723
-1,49,7.312006,0.5102040816326531,0.43907611451754186
-3,49,7.910471,0.5306122448979592,0.4602872749342505
-19,49,8.485623,0.6938775510204082,0.4914232060958434
-19,49,9.034193,0.6938775510204082,0.5151347300511551
-15,49,9.613448,0.6530612244897959,0.5348313274441217
-7,49,10.243608,0.5714285714285714,0.5439913290881995
-21,49,10.845645,0.7142857142857143,0.5597099194499511
-13,49,11.410633,0.6326530612244898,0.5644680454630148
-17,49,11.976719,0.673469387755102,0.5741772592721575
-11,49,12.551686,0.6122448979591837,0.5769410902278604
-17,49,13.127863,0.673469387755102,0.5855002287631539
-13,49,13.707776,0.6326530612244898,0.5927692196947884
-9,49,14.319602,0.5918367346938775,0.5979909799097991
-5,49,14.992571,0.5510204081632653,0.5979624333809958
-3,49,15.907483,0.5306122448979592,0.5955368733386908
-1,49,16.733446,0.5102040816326531,0.5935956949824074
-15,49,17.546769,0.6530612244897959,0.59922585748997
-5,49,18.372446,0.5510204081632653,0.5985966053020143
-15,49,19.210623,0.6530612244897959,0.6023261858349578
-1,49,20.046834,0.5102040816326531,0.6000524980313239
-5,49,20.924384,0.5510204081632653,0.598684131104002
-19,49,21.716668,0.6938775510204082,0.6048631157463451
-27,49,22.494328,0.7755102040816326,0.6120515241435123
-17,49,23.296159,0.673469387755102,0.6149947247631582
-5,49,24.114288,0.5510204081632653,0.6141971736133764
-17,49,24.878266,0.673469387755102,0.6175819015242003
1,49,25.70069,0.4897959183673469,0.6152665709618336
-11,49,26.498344,0.6122448979591837,0.617901495636126
-5,49,27.334376,0.5510204081632653,0.6170210781570602
-9,49,28.150283,0.5918367346938775,0.6186392172182903
-3,49,28.975858,0.5306122448979592,0.6169821496459105
-15,49,29.764625,0.6530612244897959,0.6192767144037455
-7,49,30.61436,0.5714285714285714,0.6193873444887831
-23,49,31.399682,0.7346938775510204,0.6229532295077951
-7,49,32.229969,0.5714285714285714,0.6223839637274788
-15,49,33.034909,0.6530612244897959,0.6235769514706454
1,49,33.90186,0.4897959183673469,0.6216954154117611
-11,49,34.723019,0.6122448979591837,0.6224191417672292
-13,49,35.554815,0.6326530612244898,0.6237754524476438
-7,49,36.415225,0.5714285714285714,0.6244228173616537
1,49,37.271421,0.4897959183673469,0.6229122919245157
-3,49,38.131836,0.5306122448979592,0.6226102489977364
-7,49,38.959526,0.5714285714285714,0.6236601587067939
-21,49,39.731313,0.7142857142857143,0.6265839406473639
-7,49,40.581377,0.5714285714285714,0.6260998765050941
-5,49,41.440749,0.5510204081632653,0.6252883415476536
3,49,42.259926,0.46938775510204084,0.6226085664400609
5,49,43.108753,0.4489795918367347,0.620498177399757
-11,49,43.910669,0.6122448979591837,0.6206697115327283
-1,49,44.777328,0.5102040816326531,0.61900743631665
-3,49,45.605797,0.5306122448979592,0.618085020754999
-13,49,46.431299,0.6326530612244898,0.6194740799791939
-5,49,47.24875,0.5510204081632653,0.6190693050611189
-1,49,48.074578,0.5102040816326531,0.618233680506224
-1,49,48.888694,0.5102040816326531,0.6168886309159115
3,49,49.755989,0.46938775510204084,0.6156091679270628
-3,49,50.569415,0.5306122448979592,0.6143489592816677
-3,49,51.433717,0.5306122448979592,0.6130987142052149
-5,49,52.276683,0.5510204081632653,0.6129107105026884
-3,49,53.14556,0.5306122448979592,0.6123863466984647
-11,49,53.941852,0.6122448979591837,0.612691219793879
-7,49,54.784361,0.5714285714285714,0.612749046257132
1,49,55.63281,0.4897959183673469,0.611753531995726
-7,49,56.47749,0.5714285714285714,0.6119071909250021
7,49,57.320801,0.42857142857142855,0.6100811070465211
-3,49,58.149587,0.5306122448979592,0.6086095519045083
3,49,58.968524,0.46938775510204084,0.6074995280771617
1,49,59.787313,0.4897959183673469,0.606677025527192
1,49,60.620645,0.4897959183673469,0.6054734738945265
-3,49,61.484628,0.5306122448979592,0.6047618841701513
11,49,62.33615,0.3877551020408163,0.6023025375687285
-3,49,63.15994,0.5306122448979592,0.6022533101015968
3,49,63.950754,0.46938775510204084,0.6008000199381917
9,49,64.774937,0.40816326530612246,0.5981696421252808
-17,49,65.565373,0.673469387755102,0.5999991906667692
5,49,66.458354,0.4489795918367347,0.5984153711399169
-13,49,67.26254,0.6326530612244898,0.5994383486977747
3,49,68.104147,0.46938775510204084,0.5981566820276498
-11,49,68.946047,0.6122448979591837,0.5985802257294562
-3,49,70.242415,0.5306122448979592,0.5980853035034142
13,49,71.597802,0.3673469387755102,0.5959763117321764
-13,49,72.88073,0.6326530612244898,0.5965314904159603
-9,49,74.145994,0.5918367346938775,0.5972158764314875
-5,49,75.470618,0.5510204081632653,0.5970947538702003
9,49,76.805533,0.40816326530612246,0.5951235150458544
5,49,77.632137,0.4489795918367347,0.5938218406167467
9,49,78.497348,0.40816326530612246,0.5915887455343616
17,49,79.374115,0.32653061224489793,0.5891281007292553
-5,49,80.231937,0.5510204081632653,0.5893211783527335
13,49,81.11857,0.3673469387755102,0.5875349446858477
7,49,82.007,0.42857142857142855,0.5860286919831224
-1,49,82.885292,0.5102040816326531,0.5852689874474751
7,49,83.731259,0.42857142857142855,0.5838928837093975
19,49,84.581201,0.30612244897959184,0.581296065480455
-11,49,85.416851,0.6122448979591837,0.581664722654225
-5,49,86.243521,0.5510204081632653,0.5815508407418933
9,49,87.123833,0.40816326530612246,0.5803596944121625
15,49,87.991886,0.3469387755102041,0.5781374303116441
5,49,88.887026,0.4489795918367347,0.5775393735759903
-5,49,89.727538,0.5510204081632653,0.5777813478001625
13,49,90.603675,0.3673469387755102,0.5753815830147736
9,49,91.489257,0.40816326530612246,0.5737192697473694
11,49,92.392415,0.3877551020408163,0.5727906432186751
-11,49,93.208917,0.6122448979591837,0.5733169501005605
-1,49,94.090799,0.5102040816326531,0.5732121047631972
-5,49,94.929564,0.5510204081632653,0.5732890928757272
-5,49,95.767299,0.5510204081632653,0.5738612002734742
11,49,96.645945,0.3877551020408163,0.5718006678064509
9,49,97.505856,0.40816326530612246,0.5708020353078702
5,49,98.38351,0.4489795918367347,0.5698558559066914
-3,49,99.258695,0.5306122448979592,0.5696642374127467
15,49,100.15003,0.3469387755102041,0.5682159128406914
-13,49,101.00329,0.6326530612244898,0.5692921071806646
7,49,101.846267,0.42857142857142855,0.5684291785552568
7,49,102.717873,0.42857142857142855,0.5677562069179992
5,49,103.542199,0.4489795918367347,0.567151092639764
7,49,104.410057,0.42857142857142855,0.5664901187242792
5,49,105.231853,0.4489795918367347,0.56587727263129
5,49,106.079098,0.4489795918367347,0.5650230910886472
1,49,106.905738,0.4897959183673469,0.5645436303712714
