#{"t_start": 1669204088.1217296, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate
49,49,2.291108,0.0,0.0
49,49,3.371581,0.0,0.0
17,49,4.036006,0.32653061224489793,0.1376982426060866
3,49,4.672227,0.46938775510204084,0.23623060223526574
9,49,5.340634,0.40816326530612246,0.2849061455386989
-7,49,5.966586,0.5714285714285714,0.34170800661439166
3,49,6.609629,0.46938775510204084,0.36452906735512425
1,49,7.273931,0.4897959183673469,0.3906534493222739
-1,49,7.929727,0.5102040816326531,0.41313062005705825
-3,49,8.572873,0.5306122448979592,0.4303541754911863
-5,49,9.210668,0.5510204081632653,0.44865714116321814
-7,49,9.854489,0.5714285714285714,0.46400216772795017
3,49,10.533146,0.46938775510204084,0.47035206142882235
1,49,11.20082,0.4897959183673469,0.47566144959940376
3,49,11.865784,0.46938775510204084,0.47777729409716174
-5,49,12.480564,0.5510204081632653,0.4841882343358651
1,49,13.187467,0.4897959183673469,0.48707488180570385
3,49,13.833098,0.46938775510204084,0.49166786639792687
9,49,14.496761,0.40816326530612246,0.49280784474511413
3,49,15.175244,0.46938775510204084,0.495840374366307
1,49,16.16457,0.4897959183673469,0.49911911973789946
15,49,17.08376,0.3469387755102041,0.49127760858638125
3,49,17.96815,0.46938775510204084,0.492470475221789
-7,49,18.841434,0.5714285714285714,0.5001693285108574
-11,49,19.71654,0.6122448979591837,0.5060038986354776
5,49,20.618222,0.4489795918367347,0.5073184755571666
9,49,21.562098,0.40816326530612246,0.5060300597573489
-1,49,22.46357,0.5102040816326531,0.5082293509637769
1,49,23.38221,0.4897959183673469,0.5103520366873483
-3,49,24.243355,0.5306122448979592,0.5133838740904295
-9,49,25.103749,0.5918367346938775,0.5174413098607852
-5,49,26.006541,0.5510204081632653,0.5196778046614192
13,49,26.920456,0.3673469387755102,0.5173407257066482
11,49,27.790255,0.3877551020408163,0.5164366180937368
-1,49,28.659668,0.5102040816326531,0.5179444133557172
13,49,29.568353,0.3673469387755102,0.5146499014254695
9,49,30.467725,0.40816326530612246,0.5138497175241143
3,49,31.381618,0.46938775510204084,0.5143899752134399
-1,49,32.277514,0.5102040816326531,0.5149559035578954
1,49,33.160325,0.4897959183673469,0.5160842473192921
5,49,34.053427,0.4489795918367347,0.5161038857733763
-11,49,34.908624,0.6122448979591837,0.5192524381241015
7,49,35.80937,0.42857142857142855,0.5182303550241855
3,49,36.675358,0.46938775510204084,0.5182571135948701
17,49,37.60925,0.32653061224489793,0.5152025310944371
-7,49,38.48276,0.5714285714285714,0.5181430702564467
-3,49,39.375873,0.5306122448979592,0.5189475587200489
5,49,40.298785,0.4489795918367347,0.5184566503940873
9,49,41.193673,0.40816326530612246,0.5177441154036585
5,49,42.057627,0.4489795918367347,0.5182325520320399
-5,49,42.935014,0.5510204081632653,0.5204409797262529
1,49,43.79112,0.4897959183673469,0.5215925276996962
-5,49,44.681946,0.5510204081632653,0.5228648909692039
9,49,45.602151,0.40816326530612246,0.5220170109356015
5,49,46.465849,0.4489795918367347,0.5210059983066411
-3,49,47.368422,0.5306122448979592,0.522569719131082
3,49,48.207554,0.46938775510204084,0.5230777191348442
9,49,49.092954,0.40816326530612246,0.5215835269772885
5,49,49.932288,0.4489795918367347,0.5209292509677383
3,49,50.837527,0.46938775510204084,0.5216500366116217
-5,49,51.68878,0.5510204081632653,0.5222394204207109
13,49,52.638738,0.3673469387755102,0.5205506256147736
1,49,53.527563,0.4897959183673469,0.5212175442064685
-7,49,54.400094,0.5714285714285714,0.5232467598995953
5,49,55.328692,0.4489795918367347,0.5230260171295409
-1,49,56.22523,0.5102040816326531,0.5239528990907736
-3,49,57.069703,0.5306122448979592,0.525221927515097
11,49,58.019198,0.3877551020408163,0.5240159929777516
1,49,58.903356,0.4897959183673469,0.5240698088567018
-3,49,59.808066,0.5306122448979592,0.5245453609501792
-3,49,60.692963,0.5306122448979592,0.5251866016332262
7,49,61.586626,0.42857142857142855,0.5251999654015469
5,49,62.477218,0.4489795918367347,0.5246613391821802
13,49,63.455436,0.3673469387755102,0.5237025527192009
15,49,64.35516,0.3469387755102041,0.5225870620607462
3,49,65.253385,0.46938775510204084,0.5226656519050563
-5,49,66.148862,0.5510204081632653,0.5235564352043406
7,49,67.056238,0.42857142857142855,0.5232443625160981
-3,49,67.931213,0.5306122448979592,0.5235104509354335
-3,49,68.831097,0.5306122448979592,0.5247667994557288
