#{"t_start": 1677506496.4615598, "env_id": "DeepRMSADPP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,length_comparison,length_wp,length_bp,hops_wp,hops_bp,number_slots_wp,number_slots_bp,initial_slots_wp,initial_slots_bp,average_external_fragmentation_wp,average_external_fragmentation_bp
-6,50,0.369516,0.56,0.5610328638497653,0.56,"(0.56,)",0.0,0.0,0.56,0.56,0.18518518518518517,750,3300,1,4,7,17,0,179,0.21531743195606506,0.3531414317321898
-10,50,0.748287,0.6,0.5972277227722772,0.58,"(0.6,)",0.0,0.0,0.58,0.6,0.4615384615384615,3600,4200,2,5,6,6,0,18,0.39531543276862036,0.4398371968891176
-2,50,1.133052,0.52,0.5850769632141926,0.56,"(0.52,)",0.0,0.0,0.56,0.52,0.2647058823529412,1350,3750,2,4,5,8,15,267,0.4548778311404612,0.4097315218189874
-22,50,1.473792,0.72,0.6242699289660616,0.6,"(0.72,)",0.055,0.22,0.545,0.5,0.047619047619047616,300,6000,1,6,4,13,4,209,0.48763307267424155,0.48192892114547137
-16,50,1.826907,0.66,0.6253873845672249,0.612,"(0.66,)",0.06,0.08,0.552,0.58,0.4727272727272727,3900,4350,3,5,16,16,30,30,0.5436527074149192,0.5351366502355742
-12,50,2.156977,0.62,0.6198310360160071,0.6133333333333333,"(0.62,)",0.07,0.12,0.5433333333333333,0.5,0.16279069767441862,1050,5400,1,6,3,6,0,138,0.5858489485526256,0.5485023009228218
-22,50,2.513796,0.72,0.640150581486544,0.6285714285714286,"(0.72,)",0.08857142857142856,0.2,0.54,0.52,0.13953488372093023,900,5550,2,4,6,15,11,338,0.5503545377030499,0.5893729483695188
-12,50,2.870834,0.62,0.6413798563144457,0.6275,"(0.62,)",0.0975,0.16,0.53,0.46,0.14285714285714285,600,3600,1,3,3,8,0,90,0.6134358868637408,0.5655242148118002
-12,50,3.24891,0.62,0.6406294101044313,0.6266666666666667,"(0.62,)",0.09333333333333334,0.06,0.5333333333333333,0.56,0.09999999999999999,600,5400,1,8,5,17,3,121,0.6277182266664413,0.5976410980263711
-14,50,3.576936,0.64,0.6416847965190683,0.628,"(0.64,)",0.084,0.0,0.544,0.64,0.30952380952380953,1950,4350,2,5,5,9,5,74,0.6216314961976172,0.6057469547700427
-8,50,3.949391,0.58,0.6336089747296594,0.6236363636363637,"(0.58,)",0.08,0.04,0.5436363636363636,0.54,0.38636363636363635,2550,4050,3,6,12,12,107,167,0.6185010645936813,0.5905872677638423
-18,50,4.281067,0.68,0.6363480055020633,0.6283333333333333,"(0.68,)",0.1,0.32,0.5283333333333333,0.36,0.14705882352941177,750,4350,1,5,5,12,0,131,0.6304770837063005,0.6319321207208599
-12,50,4.614684,0.62,0.6380913869793773,0.6276923076923077,"(0.62,)",0.09846153846153846,0.08,0.5292307692307693,0.54,0.30769230769230765,600,1350,1,3,2,3,10,21,0.5883370981691655,0.5798499644448992
-22,50,4.926549,0.72,0.6462258777425895,0.6342857142857142,"(0.72,)",0.11857142857142858,0.38,0.5157142857142857,0.34,0.46296296296296297,3750,4350,6,4,14,14,335,239,0.620600112873305,0.5969778672242924
-16,50,5.261734,0.66,0.6523147165003186,0.636,"(0.66,)",0.12,0.14,0.516,0.52,0.3488372093023256,2250,4200,2,5,13,13,0,205,0.6376752222178454,0.6236370293191313
-10,50,5.597402,0.6,0.6504287720486439,0.63375,"(0.6,)",0.13375,0.34,0.5,0.26,0.12195121951219513,750,5400,1,6,3,6,6,315,0.6411026789348754,0.6293045858037819
-18,50,5.932449,0.68,0.6530157338581062,0.6364705882352941,"(0.68,)",0.13647058823529412,0.18,0.5,0.5,0.39534883720930236,2550,3900,2,5,14,14,3,105,0.6397568867176822,0.6392343985823512
