#{"t_start": 1677587830.8704143, "env_id": "DeepRMSADPP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,length_comparison,length_wp,length_bp,hops_wp,hops_bp,number_slots_wp,number_slots_bp,initial_slots_wp,initial_slots_bp,average_external_fragmentation_wp,average_external_fragmentation_bp
20,50,0.498115,0.3,0.2737676056338028,0.3,"(0.3,)",0.0,0.0,0.3,0.3,0.5889646621202728,950,663,2,2,6,6,28,17,0.6399785787173475,0.46860236325871363
18,50,0.763559,0.32,0.2971089108910891,0.31,"(0.32,)",0.0,0.0,0.31,0.32,0.45161290322580644,700,850,2,2,4,4,53,15,0.3903771176711328,0.29913984792082665
20,50,1.815474,0.3,0.2857813722932429,0.30666666666666664,"(0.3,)",0.0,0.0,0.30666666666666664,0.3,0.3333333333333333,275,550,1,2,5,5,24,108,0.2892023143588573,0.202373243606342
24,50,2.10921,0.26,0.280741910023678,0.295,"(0.26,)",0.0,0.0,0.295,0.26,0.32792004996876956,525,1076,1,3,4,5,4,99,0.3227171983432592,0.2126776829944086
18,50,2.409896,0.32,0.2805133823759587,0.3,"(0.32,)",0.0,0.0,0.3,0.32,0.34177844013909586,688,1325,2,3,7,9,53,202,0.2634693111318214,0.23793116075985743
20,50,2.70062,0.3,0.2818769126147569,0.3,"(0.3,)",0.0,0.0,0.3,0.3,0.536,1675,1450,3,3,4,4,220,118,0.21110609942290004,0.23623599342782256
36,50,3.031053,0.14,0.2619714522598427,0.27714285714285714,"(0.14,)",0.0,0.0,0.27714285714285714,0.14,0.42143727161997563,1038,1425,2,3,7,9,114,201,0.24927531255499796,0.2400710223925023
26,50,3.342436,0.24,0.2577829675223148,0.2725,"(0.24,)",0.0,0.0,0.2725,0.24,0.5658953722334004,1125,863,2,2,4,4,19,11,0.26149251016207803,0.24322933451957468
8,50,3.646823,0.42,0.27226220716906574,0.28888888888888886,"(0.42,)",0.0,0.0,0.28888888888888886,0.42,0.46052631578947373,875,1025,1,3,7,7,66,133,0.2732713315689742,0.29068525837081044
36,50,3.972447,0.14,0.26215766572818017,0.274,"(0.14,)",0.0,0.0,0.274,0.14,0.7681159420289855,1325,400,2,2,7,4,127,62,0.3342293653758997,0.31373103275624825
