#{"t_start": 1677548707.4730945, "env_id": "DeepRMSADPPKSP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,length_comparison,length_wp,length_bp,hops_wp,hops_bp,number_slots_wp,number_slots_bp,initial_slots_wp,initial_slots_bp,average_external_fragmentation_wp,average_external_fragmentation_bp
50,50,0.294358,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.41666666666666663,1500,2100,2,2,8,14,258,289,0.2629129791134029,0.3103230850531404
44,50,0.607783,0.06,0.03984158415841584,0.03,"(0.06,)",0.03,0.06,0.0,0.0,0.4615384615384615,900,1050,2,2,5,5,198,130,0.4700838367556746,0.44482911315851914
16,50,0.92347,0.34,0.16691886250978347,0.13333333333333333,"(0.34,)",0.13333333333333333,0.34,0.0,0.0,0.21951219512195122,1350,4800,2,4,5,8,207,219,0.5235434632675346,0.6372350923146657
0,50,1.208351,0.5,0.2738358326756117,0.225,"(0.5,)",0.225,0.5,0.0,0.0,0.28571428571428575,300,750,1,3,4,5,0,15,0.538678926568421,0.5748850132589075
-4,50,1.490659,0.54,0.3412114571920488,0.288,"(0.54,)",0.288,0.54,0.0,0.0,0.32142857142857145,1350,2850,3,2,5,9,290,165,0.6343335059662697,0.6110389822525801
0,50,1.777923,0.5,0.3762979624931342,0.3233333333333333,"(0.5,)",0.3233333333333333,0.5,0.0,0.0,0.25,1050,3150,1,3,3,6,0,129,0.6475126258967714,0.6759847252294283
-6,50,2.043834,0.56,0.41129809308266296,0.35714285714285715,"(0.56,)",0.35714285714285715,0.56,0.0,0.0,0.4642857142857143,1950,2250,2,2,9,17,117,301,0.7000797654226756,0.6693610331726729
2,50,2.34311,0.48,0.43184831872068397,0.3725,"(0.48,)",0.3725,0.48,0.0,0.0,0.28571428571428575,300,750,1,3,4,5,27,285,0.721719856103015,0.6859969335686135
-18,50,2.615324,0.68,0.46604219587919843,0.4066666666666667,"(0.68,)",0.4066666666666667,0.68,0.0,0.0,0.3653846153846154,2850,4950,3,4,10,10,148,175,0.7245144092459581,0.7105249839779897
-6,50,2.893298,0.56,0.48741041719989764,0.422,"(0.56,)",0.422,0.56,0.0,0.0,0.4727272727272727,3900,4350,2,4,7,7,52,96,0.5237768042555373,0.6834318951369479
-2,50,3.174879,0.52,0.4975568148962008,0.4309090909090909,"(0.52,)",0.4309090909090909,0.52,0.0,0.0,0.19047619047619047,600,2550,1,2,4,10,12,59,0.6840827265059932,0.49736429262944915
0,50,3.464537,0.5,0.5030684583641942,0.43666666666666665,"(0.5,)",0.43666666666666665,0.5,0.0,0.0,0.4583333333333333,3300,3900,5,2,6,6,186,69,0.6992404568451784,0.5330100499790364
6,50,3.751326,0.44,0.5032778247497213,0.4369230769230769,"(0.44,)",0.4369230769230769,0.44,0.0,0.0,0.3333333333333333,600,1200,1,3,4,5,30,142,0.7423297404432925,0.7363060914738965
4,50,4.043707,0.46,0.5024606411337176,0.43857142857142856,"(0.46,)",0.43857142857142856,0.46,0.0,0.0,0.4418604651162791,2850,3600,3,3,13,13,310,54,0.7463839979780799,0.7059549443207421
-8,50,4.335696,0.58,0.5137077935867488,0.448,"(0.58,)",0.448,0.58,0.0,0.0,0.4642857142857143,1950,2250,2,2,7,13,59,216,0.7423148956238919,0.729422882101816
2,50,4.628579,0.48,0.5168172265768951,0.45,"(0.48,)",0.45,0.48,0.0,0.0,0.4615384615384615,900,1050,2,2,4,4,14,15,0.77785421351603,0.7408663093638175
-2,50,4.917498,0.52,0.5226401544473563,0.4541176470588235,"(0.52,)",0.4541176470588235,0.52,0.0,0.0,0.28571428571428575,300,750,1,3,3,4,62,85,0.8032488609458865,0.7628277186173854
12,50,5.250223,0.38,0.5203807944098392,0.45,"(0.38,)",0.45,0.38,0.0,0.0,0.25,1050,3150,1,3,3,6,0,149,0.7474569528132062,0.741881193987905
4,50,5.571278,0.46,0.5246363955882107,0.45052631578947366,"(0.46,)",0.45052631578947366,0.46,0.0,0.0,0.20833333333333334,750,2850,1,3,3,6,0,120,0.7861120829948196,0.7508014555567987
2,50,5.881826,0.48,0.5251547096066921,0.452,"(0.48,)",0.452,0.48,0.0,0.0,0.2962962962962963,1200,2850,3,2,5,11,301,22,0.7774361970601245,0.7503346080435802
0,50,6.207128,0.5,0.5292915221900882,0.4542857142857143,"(0.5,)",0.4542857142857143,0.5,0.0,0.0,0.35135135135135137,1950,3600,4,3,4,6,219,40,0.7683293306843952,0.7448627355031053
10,50,6.497033,0.4,0.5274063348416289,0.45181818181818184,"(0.4,)",0.45181818181818184,0.4,0.0,0.0,0.47457627118644063,4200,4650,5,3,7,7,348,33,0.7635263360078359,0.6163126835178204
-2,50,6.793434,0.52,0.530080121563752,0.4547826086956522,"(0.52,)",0.4547826086956522,0.52,0.0,0.0,0.4117647058823529,2100,3000,3,3,6,6,120,133,0.7639921327073408,0.7660844494741813
-14,50,7.073699,0.64,0.5375038059810164,0.4625,"(0.64,)",0.4625,0.64,0.0,0.0,0.4878048780487805,3000,3150,2,5,8,8,54,341,0.7426881829427744,0.7773372279724441
-8,50,7.382843,0.58,0.5420682104619928,0.4672,"(0.58,)",0.4672,0.58,0.0,0.0,0.423076923076923,3300,4500,3,4,10,10,47,204,0.762675011575551,0.7584494122578425
0,50,7.704276,0.5,0.5435371232541044,0.4684615384615385,"(0.5,)",0.4684615384615385,0.5,0.0,0.0,0.28571428571428575,300,750,1,3,4,4,29,82,0.7862561795467274,0.7957917350494168
-8,50,8.014724,0.58,0.5484206482876813,0.4725925925925926,"(0.58,)",0.4725925925925926,0.58,0.0,0.0,0.19047619047619047,600,2550,1,2,3,6,11,11,0.7459459434093823,0.5487074961229232
-6,50,8.286914,0.56,0.5517017495899399,0.4757142857142857,"(0.56,)",0.4757142857142857,0.56,0.0,0.0,0.4642857142857143,1950,2250,2,2,7,12,59,216,0.7679783437183636,0.7572830546290528
-6,50,8.589385,0.56,0.5552589281782553,0.4786206896551724,"(0.56,)",0.4786206896551724,0.56,0.0,0.0,0.4615384615384615,3600,4200,4,3,9,9,185,102,0.781584632445132,0.7437943978004998
2,50,8.877563,0.48,0.5542874161689545,0.4786666666666667,"(0.48,)",0.4786666666666667,0.48,0.0,0.0,0.43636363636363634,3600,4650,3,3,9,9,229,253,0.7667174358448579,0.6388326162598451
-6,50,9.174543,0.56,0.557164583064828,0.48129032258064514,"(0.56,)",0.48129032258064514,0.56,0.0,0.0,0.24242424242424243,1200,3750,1,4,4,9,5,132,0.7411747019691116,0.7409187949216866
12,50,9.4957,0.38,0.5533618169552508,0.478125,"(0.38,)",0.478125,0.38,0.0,0.0,0.3333333333333333,600,1200,1,3,3,4,13,184,0.7837269474856332,0.787649935267546
-6,50,9.784336,0.56,0.5556438406604587,0.4806060606060606,"(0.56,)",0.4806060606060606,0.56,0.0,0.0,0.42857142857142855,450,600,2,2,5,5,57,170,0.7865960398105722,0.8145582555493289
6,50,10.073889,0.44,0.5550863182618908,0.47941176470588237,"(0.44,)",0.47941176470588237,0.44,0.0,0.0,0.4615384615384615,900,1050,2,2,6,6,159,150,0.8060103046676778,0.7850451788285715
-6,50,10.363368,0.56,0.5578240920400849,0.4817142857142857,"(0.56,)",0.4817142857142857,0.56,0.0,0.0,0.4,3300,4950,4,4,9,9,234,175,0.7652588402700702,0.7509218687540249
8,50,10.679462,0.42,0.5563037918380963,0.48,"(0.42,)",0.48,0.42,0.0,0.0,0.38181818181818183,3150,5100,2,4,8,8,7,150,0.7634734606117026,0.6817941708886358
-2,50,10.969767,0.52,0.5573301848440028,0.4810810810810811,"(0.52,)",0.4810810810810811,0.52,0.0,0.0,0.4642857142857143,1950,2250,2,2,9,17,132,158,0.7770757949591007,0.7649606650709653
-4,50,11.262677,0.54,0.5587641187065497,0.4826315789473684,"(0.54,)",0.4826315789473684,0.54,0.0,0.0,0.2962962962962963,1200,2850,3,2,3,7,22,50,0.796427530355813,0.7702860430120217
12,50,11.577457,0.38,0.5556785068791266,0.48,"(0.38,)",0.48,0.38,0.0,0.0,0.41666666666666663,1500,2100,2,2,4,7,47,66,0.7948141250048466,0.7896135450247893
4,50,11.881706,0.46,0.5547248481363,0.4795,"(0.46,)",0.4795,0.46,0.0,0.0,0.25925925925925924,1050,3000,2,3,5,11,127,119,0.798791207094056,0.7805978520246528
8,50,12.177489,0.42,0.5526592717890355,0.47804878048780486,"(0.42,)",0.47804878048780486,0.42,0.0,0.0,0.41666666666666663,1500,2100,2,2,4,6,105,301,0.8058201432605138,0.7797932569203775
2,50,12.473041,0.48,0.5522712205381433,0.4780952380952381,"(0.48,)",0.4780952380952381,0.48,0.0,0.0,0.42857142857142855,450,600,2,2,4,4,78,89,0.7969467790599002,0.8183580146095826
-6,50,12.753761,0.56,0.5539520434548059,0.48,"(0.56,)",0.48,0.56,0.0,0.0,0.39024390243902435,2400,3750,1,5,6,6,15,67,0.7183386359168641,0.7517230882157115
0,50,13.029583,0.5,0.5541248157105403,0.48045454545454547,"(0.5,)",0.48045454545454547,0.5,0.0,0.0,0.42857142857142855,450,600,2,2,5,5,66,132,0.8004756159674047,0.8201480325644992
10,50,13.351906,0.4,0.5522360990597573,0.4786666666666667,"(0.4,)",0.4786666666666667,0.4,0.0,0.0,0.28571428571428575,300,750,1,3,4,4,0,342,0.8094356678013738,0.8115061234110953
-2,50,13.641163,0.52,0.5526933713669491,0.47956521739130437,"(0.52,)",0.47956521739130437,0.52,0.0,0.0,0.36363636363636365,1800,3150,1,4,4,6,7,104,0.7061518252241807,0.7420342325744327
14,50,13.951402,0.36,0.5510656436487639,0.47702127659574467,"(0.36,)",0.47702127659574467,0.36,0.0,0.0,0.2962962962962963,1200,2850,3,2,4,10,145,220,0.805774194575776,0.77701391166817
6,50,14.25089,0.44,0.5513447841919246,0.47625,"(0.44,)",0.47625,0.44,0.0,0.0,0.4473684210526316,2550,3150,3,4,8,8,49,135,0.7762913946224609,0.804532911580551
-6,50,14.546548,0.56,0.5534059310376526,0.4779591836734694,"(0.56,)",0.4779591836734694,0.56,0.0,0.0,0.5,900,900,2,2,4,4,33,28,0.7993909341888987,0.7920695185795452
-4,50,14.848901,0.54,0.5547613617015809,0.4792,"(0.54,)",0.4792,0.54,0.0,0.0,0.42857142857142855,1800,2400,2,2,5,8,3,48,0.769628772919914,0.7824569639385515
0,50,15.142747,0.5,0.5551070147651092,0.4796078431372549,"(0.5,)",0.4796078431372549,0.5,0.0,0.0,0.3333333333333333,600,1200,1,3,3,3,36,312,0.7889321491082597,0.8010342860195238
0,50,15.430859,0.5,0.5553643214915845,0.48,"(0.5,)",0.48,0.5,0.0,0.0,0.16666666666666669,300,1500,1,3,4,6,14,138,0.8140803169386961,0.7935643486660822
-4,50,15.717121,0.54,0.5568739981637421,0.4811320754716981,"(0.54,)",0.4811320754716981,0.54,0.0,0.0,0.28571428571428575,300,750,1,3,4,4,21,221,0.8352577502520725,0.811628333489856
-2,50,16.014932,0.52,0.5570372263598052,0.48185185185185186,"(0.52,)",0.48185185185185186,0.52,0.0,0.0,0.42857142857142855,450,600,2,2,4,4,18,163,0.8102074933324354,0.8258378117981309
20,50,16.321538,0.3,0.5537554712576598,0.47854545454545455,"(0.3,)",0.47854545454545455,0.3,0.0,0.0,0.28571428571428575,300,750,1,3,5,6,7,320,0.8170880908100465,0.8192351824523425
-10,50,16.603727,0.6,0.5564229421690268,0.4807142857142857,"(0.6,)",0.4807142857142857,0.6,0.0,0.0,0.40384615384615385,3150,4650,2,5,8,8,106,258,0.7679382877124751,0.7688833062844187
-12,50,16.88182,0.62,0.5586068564120045,0.4831578947368421,"(0.62,)",0.4831578947368421,0.62,0.0,0.0,0.42857142857142855,450,600,2,2,4,4,62,144,0.8118866775073029,0.8267747647749815
-4,50,17.168804,0.54,0.5601200686106347,0.48413793103448277,"(0.54,)",0.48413793103448277,0.54,0.0,0.0,0.2962962962962963,1200,2850,3,2,5,13,270,268,0.813465485633652,0.7763614965496044
2,50,17.461016,0.48,0.5603627041707714,0.48406779661016947,"(0.48,)",0.48406779661016947,0.48,0.0,0.0,0.25,1050,3150,1,3,4,10,0,240,0.7853869248502814,0.779103765117704
-2,50,17.75188,0.52,0.5612691670923792,0.4846666666666667,"(0.52,)",0.4846666666666667,0.52,0.0,0.0,0.42222222222222217,2850,3900,2,5,13,13,196,315,0.7470295370690364,0.7666323060941979
2,50,18.080167,0.48,0.5617455969306798,0.4845901639344262,"(0.48,)",0.4845901639344262,0.48,0.0,0.0,0.4615384615384615,3600,4200,2,5,7,7,61,351,0.7337141574842778,0.7713520072815492
-10,50,18.392657,0.6,0.5635368839518187,0.4864516129032258,"(0.6,)",0.4864516129032258,0.6,0.0,0.0,0.5,2100,2100,2,3,8,8,148,147,0.7896519228356994,0.8141087953991158
6,50,18.708821,0.44,0.5631272882814529,0.4857142857142857,"(0.44,)",0.4857142857142857,0.44,0.0,0.0,0.393939393939394,1950,3000,3,2,7,13,46,167,0.7481968894742326,0.7289279874822887
0,50,19.043079,0.5,0.5635226625661917,0.4859375,"(0.5,)",0.4859375,0.5,0.0,0.0,0.28571428571428575,300,750,1,3,3,4,4,308,0.8174320725887572,0.8267115897618948
4,50,19.351282,0.46,0.5631247530620308,0.48553846153846153,"(0.46,)",0.48553846153846153,0.46,0.0,0.0,0.25,1050,3150,1,3,6,15,32,38,0.788453408399481,0.7829559956257349
2,50,19.664357,0.48,0.5626929918265148,0.48545454545454547,"(0.48,)",0.48545454545454547,0.48,0.0,0.0,0.28571428571428575,300,750,1,3,5,7,96,346,0.8183610908060581,0.827660944917135
-8,50,19.962916,0.58,0.564280032965348,0.48686567164179106,"(0.58,)",0.48686567164179106,0.58,0.0,0.0,0.5,900,900,2,2,3,3,22,17,0.8071594002637731,0.7991349990157561
0,50,20.285135,0.5,0.5644383297856775,0.48705882352941177,"(0.5,)",0.48705882352941177,0.5,0.0,0.0,0.42857142857142855,450,600,2,2,4,4,144,336,0.8214491899740095,0.8297471552855356
10,50,20.634482,0.4,0.562853812272705,0.48579710144927535,"(0.4,)",0.48579710144927535,0.4,0.0,0.0,0.38461538461538464,750,1200,1,3,6,6,9,245,0.7726809260856599,0.8184680912352587
10,50,20.968655,0.4,0.5614173914639069,0.4845714285714286,"(0.4,)",0.4845714285714286,0.4,0.0,0.0,0.41666666666666663,1500,2100,2,2,6,10,154,160,0.8042108892330417,0.8013498220722074
-4,50,21.263722,0.54,0.562271613430205,0.4853521126760563,"(0.54,)",0.4853521126760563,0.54,0.0,0.0,0.14705882352941177,750,4350,1,5,3,7,25,339,0.8199208834849929,0.7912672493136165
14,50,21.576385,0.36,0.561119753947392,0.4836111111111111,"(0.36,)",0.4836111111111111,0.36,0.0,0.0,0.2962962962962963,1200,2850,3,2,3,7,118,328,0.8221530171469658,0.7772830006160314
-10,50,21.867929,0.6,0.5627464211055543,0.4852054794520548,"(0.6,)",0.4852054794520548,0.6,0.0,0.0,0.3333333333333333,600,1200,1,3,4,5,46,109,0.7955118787159984,0.8062283732243016
-4,50,22.157727,0.54,0.5629254843808774,0.4859459459459459,"(0.54,)",0.4859459459459459,0.54,0.0,0.0,0.423076923076923,3300,4500,3,4,15,15,319,213,0.771002213899946,0.7562045183092718
4,50,22.454033,0.46,0.5625022803218419,0.4856,"(0.46,)",0.4856,0.46,0.0,0.0,0.41666666666666663,1500,2100,2,2,7,12,75,188,0.8057226129402341,0.8018638864166061
-10,50,22.733468,0.6,0.5640457999111093,0.48710526315789476,"(0.6,)",0.48710526315789476,0.6,0.0,0.0,0.2962962962962963,1200,2850,3,2,3,6,81,18,0.82442991379153,0.7764263010950245
-6,50,23.027195,0.56,0.5649717632119764,0.48805194805194807,"(0.56,)",0.48805194805194807,0.56,0.0,0.0,0.21951219512195122,1350,4800,2,4,9,17,247,220,0.8007222404081495,0.736397897210465
-14,50,23.290313,0.64,0.5666070501355795,0.49,"(0.64,)",0.49,0.64,0.0,0.0,0.20833333333333334,750,2850,1,3,5,12,22,319,0.796676682619457,0.8075589560769
-16,50,23.553942,0.66,0.5679300753897577,0.4921518987341772,"(0.66,)",0.4921518987341772,0.66,0.0,0.0,0.42857142857142855,450,600,2,2,5,5,183,298,0.8277211484098824,0.8314551262149503
-4,50,23.846643,0.54,0.5688577423921447,0.49275,"(0.54,)",0.49275,0.54,0.0,0.0,0.41666666666666663,1500,2100,2,2,4,6,43,111,0.8202532304170942,0.7904941041102693
-10,50,24.132007,0.6,0.5697071312353665,0.49407407407407405,"(0.6,)",0.49407407407407405,0.6,0.0,0.0,0.4615384615384615,900,1050,2,2,6,6,111,37,0.8174501556130553,0.800238097373746
-6,50,24.435704,0.56,0.571167103659373,0.4948780487804878,"(0.56,)",0.4948780487804878,0.56,0.0,0.0,0.4615384615384615,3600,4200,3,5,6,6,151,93,0.7766607350347666,0.7747890581056065
-8,50,24.720636,0.58,0.572318782260124,0.4959036144578313,"(0.58,)",0.4959036144578313,0.58,0.0,0.0,0.19047619047619047,600,2550,1,2,4,10,10,92,0.7180013890159631,0.6213949815241043
4,50,25.023778,0.46,0.5717271699823491,0.49547619047619046,"(0.46,)",0.49547619047619046,0.46,0.0,0.0,0.16666666666666669,300,1500,1,3,5,8,58,256,0.8234532082109413,0.8013505599090155
2,50,25.329138,0.48,0.571716561021,0.49529411764705883,"(0.48,)",0.49529411764705883,0.48,0.0,0.0,0.14285714285714285,150,900,1,3,3,3,55,51,0.8352852692987915,0.8309500477276196
6,50,25.641941,0.44,0.5710091935004958,0.49465116279069765,"(0.44,)",0.49465116279069765,0.44,0.0,0.0,0.45098039215686275,3450,4200,5,4,8,8,205,267,0.7898996190416687,0.7626631421466183
-4,50,25.944801,0.54,0.5719948306101726,0.49517241379310345,"(0.54,)",0.49517241379310345,0.54,0.0,0.0,0.42222222222222217,2850,3900,2,5,6,6,107,183,0.7545376219948936,0.766338951470904
10,50,26.242147,0.4,0.5704672753918905,0.4940909090909091,"(0.4,)",0.4940909090909091,0.4,0.0,0.0,0.4615384615384615,900,1050,2,2,6,6,311,334,0.8190892051761323,0.8003974296608607
-2,50,26.532618,0.52,0.5705774088776615,0.4943820224719101,"(0.52,)",0.4943820224719101,0.52,0.0,0.0,0.28571428571428575,300,750,1,3,3,3,0,55,0.8423619489206692,0.8291929478509159
-2,50,26.816719,0.52,0.5712840622424258,0.49466666666666664,"(0.52,)",0.49466666666666664,0.52,0.0,0.0,0.20833333333333334,750,2850,1,3,4,8,24,307,0.8195811015271622,0.805292241025828
-8,50,27.109157,0.58,0.5723096839736286,0.4956043956043956,"(0.58,)",0.4956043956043956,0.58,0.0,0.0,0.4615384615384615,900,1050,2,2,5,5,99,105,0.8203127942134432,0.802503624794993
-4,50,27.407653,0.54,0.5728521641449996,0.4960869565217391,"(0.54,)",0.4960869565217391,0.54,0.0,0.0,0.5,3900,3900,4,3,6,6,92,17,0.7613427746260087,0.7722929551678921
2,50,27.693475,0.48,0.5728059221646533,0.49591397849462365,"(0.48,)",0.49591397849462365,0.48,0.0,0.0,0.5,900,900,2,2,3,3,89,61,0.8130059622919964,0.8072931253059301
-6,50,27.986955,0.56,0.5738547608113345,0.49659574468085105,"(0.56,)",0.49659574468085105,0.56,0.0,0.0,0.35135135135135137,1950,3600,4,3,4,6,179,105,0.8219470932798576,0.7790668954265186
2,50,28.274884,0.48,0.5737553857759821,0.49642105263157893,"(0.48,)",0.49642105263157893,0.48,0.0,0.0,0.42857142857142855,450,600,2,2,5,5,224,93,0.832894585089198,0.8352017538387608
10,50,28.577424,0.4,0.5727181059035256,0.49541666666666667,"(0.4,)",0.49541666666666667,0.4,0.0,0.0,0.4642857142857143,1950,2250,2,2,3,5,3,12,0.7983605228548529,0.7747748624709545
-8,50,28.861426,0.58,0.5734121312954246,0.4962886597938144,"(0.58,)",0.4962886597938144,0.58,0.0,0.0,0.5,900,900,2,2,6,6,82,50,0.8141698561090659,0.8097309657553073
-2,50,29.158057,0.52,0.5734389892605666,0.496530612244898,"(0.52,)",0.496530612244898,0.52,0.0,0.0,0.2962962962962963,1200,2850,3,2,4,8,344,94,0.831925542913469,0.7802441970800501
-10,50,29.440715,0.6,0.574599906774394,0.49757575757575756,"(0.6,)",0.49757575757575756,0.6,0.0,0.0,0.5,900,900,2,2,4,4,173,21,0.8150282511536595,0.8102777484958325
