#{"t_start": 1673820110.7298746, "env_id": "DeepRMSADPPKSP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness
50,50,0.182735,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0
50,50,0.39231,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0
50,50,0.62287,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0
50,50,0.83486,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0
50,50,1.056375,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0
50,50,1.303235,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0
50,50,1.525651,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0
50,50,1.752636,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0
50,50,2.000619,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0
50,50,2.260242,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0
50,50,2.493023,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0
50,50,2.750875,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0
48,50,3.021489,0.02,0.001972821625065863,0.0015384615384615385,"(0.02,)",0.0015384615384615385,0.02,0.0,0.0
50,50,3.2724,0.0,0.0018340889931876695,0.0014285714285714286,"(0.0,)",0.0014285714285714286,0.0,0.0,0.0
50,50,3.541387,0.0,0.0017094924612444256,0.0013333333333333333,"(0.0,)",0.0013333333333333333,0.0,0.0,0.0
50,50,3.781873,0.0,0.0016035377428961287,0.00125,"(0.0,)",0.00125,0.0,0.0,0.0
48,50,4.053006,0.02,0.003208326727040412,0.002352941176470588,"(0.02,)",0.002352941176470588,0.02,0.0,0.0
50,50,4.33534,0.0,0.003035062024668702,0.0022222222222222222,"(0.0,)",0.0022222222222222222,0.0,0.0,0.0
50,50,4.586513,0.0,0.0028787092671007045,0.002105263157894737,"(0.0,)",0.002105263157894737,0.0,0.0,0.0
50,50,4.858232,0.0,0.002732739650940174,0.002,"(0.0,)",0.002,0.0,0.0,0.0
50,50,5.116326,0.0,0.0026043638235694927,0.0019047619047619048,"(0.0,)",0.0019047619047619048,0.0,0.0,0.0
50,50,5.379205,0.0,0.002490497737556561,0.0018181818181818182,"(0.0,)",0.0018181818181818182,0.0,0.0,0.0
50,50,5.624934,0.0,0.0023760187871252935,0.0017391304347826088,"(0.0,)",0.0017391304347826088,0.0,0.0,0.0
50,50,5.86725,0.0,0.0022769695124372842,0.0016666666666666668,"(0.0,)",0.0016666666666666668,0.0,0.0,0.0
50,50,6.122077,0.0,0.0021896602207483037,0.0016,"(0.0,)",0.0016,0.0,0.0,0.0
50,50,6.377299,0.0,0.0021073266356285226,0.0015384615384615385,"(0.0,)",0.0015384615384615385,0.0,0.0,0.0
