#{"t_start": 1669664209.8663003, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate
49,49,1.203236,0.0,0.0
49,49,1.661225,0.0,0.0
1,49,2.329926,0.4897959183673469,0.17638234033433348
-5,49,2.708614,0.5510204081632653,0.27474471335531075
-5,49,3.138852,0.5510204081632653,0.33620467986628955
-5,49,3.59709,0.5510204081632653,0.38048754467381446
-21,49,4.011027,0.7142857142857143,0.4343737033792817
-21,49,4.427444,0.7142857142857143,0.47809022860610967
-7,49,4.864868,0.5714285714285714,0.4946372467588747
5,49,5.28561,0.4489795918367347,0.49431429409273075
-9,49,5.762127,0.5918367346938775,0.5074998517815853
-11,49,6.148949,0.6122448979591837,0.5220430835930091
1,49,6.585947,0.4897959183673469,0.5231738224887706
-11,49,7.030703,0.6122448979591837,0.5334451276318241
-7,49,7.460062,0.5714285714285714,0.5413546926693366
-23,49,7.885386,0.7346938775510204,0.5539106884685089
-5,49,8.337658,0.5510204081632653,0.5570764068933963
1,49,8.761512,0.4897959183673469,0.5570652173913043
-13,49,9.256331,0.6326530612244898,0.5655664889982233
-7,49,9.692169,0.5714285714285714,0.5707948784609386
1,49,10.197024,0.4897959183673469,0.5699604376584039
-15,49,10.587605,0.6530612244897959,0.5751308358712043
-11,49,11.039263,0.6122448979591837,0.5790670735152851
-3,49,11.489664,0.5306122448979592,0.5799027377033635
-27,49,11.884631,0.7755102040816326,0.5886809616634178
-11,49,12.292082,0.6122448979591837,0.5922777895828907
-23,49,12.744637,0.7346938775510204,0.5979115108347921
-25,49,13.151528,0.7551020408163265,0.6039901294347705
-9,49,13.647441,0.5918367346938775,0.6048804064382699
-11,49,14.066071,0.6122448979591837,0.6060757676285363
-17,49,14.4951,0.673469387755102,0.6103879704944598
-15,49,15.005539,0.6530612244897959,0.6143558645472829
9,49,15.507693,0.40816326530612246,0.6101975149745062
-9,49,15.974756,0.5918367346938775,0.6122880541351071
-7,49,16.412433,0.5714285714285714,0.6132531244170863
-1,49,16.821933,0.5102040816326531,0.6120887806739409
-5,49,17.309732,0.5510204081632653,0.6120222444234221
-17,49,17.724208,0.673469387755102,0.6148702148168549
7,49,18.219463,0.42857142857142855,0.6116327420274303
-9,49,18.69282,0.5918367346938775,0.6129817311697114
-7,49,19.141321,0.5714285714285714,0.6142703734637871
-11,49,19.611184,0.6122448979591837,0.6154019504992811
-3,49,20.048909,0.5306122448979592,0.6147211828055125
-9,49,20.487576,0.5918367346938775,0.6158065042822579
-9,49,20.961906,0.5918367346938775,0.6160399402057966
-3,49,21.391683,0.5306122448979592,0.6164807842580096
-7,49,21.820737,0.5714285714285714,0.6158617141108902
-9,49,22.322278,0.5918367346938775,0.6165557585840129
-11,49,22.768629,0.6122448979591837,0.6175514191277817
-11,49,23.253254,0.6122448979591837,0.6184098220734029
-15,49,23.67674,0.6530612244897959,0.6209285273232479
-17,49,24.107535,0.673469387755102,0.6226034563170434
-11,49,24.584366,0.6122448979591837,0.6232091335735602
-5,49,25.024189,0.5510204081632653,0.6232746051032807
-3,49,25.526287,0.5306122448979592,0.622637346912005
1,49,25.987533,0.4897959183673469,0.6209646701709357
5,49,26.453459,0.4489795918367347,0.6187979348488507
5,49,26.965347,0.4489795918367347,0.6171503525168061
-3,49,27.399039,0.5306122448979592,0.6172032500458183
-11,49,27.847898,0.6122448979591837,0.6181462497677621
-19,49,28.311449,0.6938775510204082,0.62031214730257
-17,49,28.737218,0.673469387755102,0.6212359990269389
5,49,29.237788,0.4489795918367347,0.6193951816379933
-7,49,29.702781,0.5714285714285714,0.6193074125300958
-3,49,30.13936,0.5306122448979592,0.6189837279449595
-1,49,30.643919,0.5102040816326531,0.6181944651463208
-11,49,31.07925,0.6122448979591837,0.6187348908224286
-5,49,31.556053,0.5510204081632653,0.618599312244081
-13,49,31.943624,0.6326530612244898,0.6192567968657248
-7,49,32.39852,0.5714285714285714,0.6188987579906966
7,49,32.88669,0.42857142857142855,0.6165244060155932
17,49,33.36147,0.32653061224489793,0.6126566604298402
13,49,33.819347,0.3673469387755102,0.6093647469145236
-5,49,34.309603,0.5510204081632653,0.6092874583795782
13,49,34.783391,0.3673469387755102,0.6063235010603432
-1,49,35.286678,0.5102040816326531,0.6054494428180391
-3,49,35.708393,0.5306122448979592,0.6049557023848624
-3,49,36.147383,0.5306122448979592,0.604660656717423
9,49,36.647572,0.40816326530612246,0.6027938390987937
-3,49,37.092545,0.5306122448979592,0.601903309890326
3,49,37.58169,0.46938775510204084,0.6006507039175775
9,49,38.047567,0.40816326530612246,0.5992552804297135
-1,49,38.491067,0.5102040816326531,0.5983758719024259
7,49,38.990736,0.42857142857142855,0.5977661485589315
9,49,39.420028,0.40816326530612246,0.5954028927611563
19,49,39.898504,0.30612244897959184,0.5921909968850915
13,49,40.394323,0.3673469387755102,0.5903105786737737
3,49,40.868351,0.46938775510204084,0.589050537414079
9,49,41.356067,0.40816326530612246,0.5874331235537739
11,49,41.813888,0.3877551020408163,0.5855670403579275
7,49,42.251635,0.42857142857142855,0.5842380537285047
17,49,42.786591,0.32653061224489793,0.5819032038464691
7,49,43.219729,0.42857142857142855,0.5805752658243903
15,49,43.697617,0.3469387755102041,0.5782206450353473
13,49,44.178876,0.3673469387755102,0.5758605946929994
13,49,44.646321,0.3673469387755102,0.5742602308141301
17,49,45.150904,0.32653061224489793,0.5717569620253165
13,49,45.638399,0.3673469387755102,0.5700576520966525
17,49,46.100031,0.32653061224489793,0.5675874039176791
21,49,46.58744,0.2857142857142857,0.5646838677174422
7,49,47.045689,0.42857142857142855,0.5639936495593572
19,49,47.547485,0.30612244897959184,0.561989675606133
23,49,48.054193,0.2653061224489796,0.5591647773819276
21,49,48.519947,0.2857142857142857,0.5567490401637617
19,49,49.064918,0.30612244897959184,0.5550824873689755
9,49,49.518264,0.40816326530612246,0.5544653256426813
33,49,50.024488,0.16326530612244897,0.5508966091371801
9,49,50.542662,0.40816326530612246,0.5502503273044659
23,49,51.021332,0.2653061224489796,0.548173854568816
19,49,51.541601,0.30612244897959184,0.5461239572052505
17,49,52.029808,0.32653061224489793,0.5445432393044894
15,49,52.469747,0.3469387755102041,0.543113982518198
11,49,52.977744,0.3877551020408163,0.542232059051879
15,49,53.404527,0.3469387755102041,0.5401142844029329
3,49,53.911522,0.46938775510204084,0.5396410053670011
9,49,54.365956,0.40816326530612246,0.5384257286908534
15,49,54.840138,0.3469387755102041,0.5368008207467789
21,49,55.36548,0.2857142857142857,0.5345966885452281
23,49,56.091138,0.2653061224489796,0.5323672958741769
9,49,56.792761,0.40816326530612246,0.5318959732458988
11,49,57.620234,0.3877551020408163,0.5310298575674236
7,49,58.329813,0.42857142857142855,0.5304330339187558
19,49,59.212905,0.30612244897959184,0.529274060753419
11,49,59.98165,0.3877551020408163,0.528237641742509
19,49,60.800593,0.30612244897959184,0.5270321598746821
1,49,61.436369,0.4897959183673469,0.5269330339041203
