#{"t_start": 1670413533.9376779, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate
49,49,7.460455,0.0,0.0
49,49,7.978412,0.0,0.0
49,49,9.194971,0.0,0.0
49,49,9.701174,0.0,0.0
49,49,10.25573,0.0,0.0
49,49,11.290017,0.0,0.0
49,49,11.987596,0.0,0.0
49,49,12.448212,0.0,0.0
47,49,12.969035,0.02040816326530612,0.002564009967137337
49,49,13.473899,0.0,0.002313381773158255
49,49,13.958832,0.0,0.002104701488112883
49,49,14.430996,0.0,0.0019238585557512533
49,49,14.924865,0.0,0.0017816365963212969
41,49,15.391442,0.08163265306122448,0.008733929569591951
43,49,15.920259,0.061224489795918366,0.013581751697718962
43,49,16.385753,0.061224489795918366,0.018448756847013786
47,49,16.92736,0.02040816326530612,0.018796705810584107
49,49,17.418082,0.0,0.017744025338324216
41,49,17.919029,0.08163265306122448,0.022413557468908024
49,49,18.379888,0.0,0.02131808137267646
49,49,18.915774,0.0,0.020275700067997775
49,49,19.37324,0.0,0.019396233109606458
47,49,19.919849,0.02040816326530612,0.019932756964457253
47,49,20.376026,0.02040816326530612,0.020319421302881294
39,49,20.898439,0.10204081632653061,0.024847303443794672
47,49,21.357339,0.02040816326530612,0.02476157144107096
45,49,21.850745,0.04081632653061224,0.026088006277539686
47,49,22.318588,0.02040816326530612,0.026119750442313065
47,49,22.808444,0.02040816326530612,0.02577331175254024
49,49,23.321893,0.0,0.02494044964596091
49,49,23.846321,0.0,0.024128460639988216
49,49,24.346667,0.0,0.023409186038201996
49,49,24.900399,0.0,0.022701846443245383
49,49,25.378822,0.0,0.022040447537390904
47,49,25.883041,0.02040816326530612,0.022290617422122738
49,49,26.367724,0.0,0.021713652345347008
41,49,26.876615,0.08163265306122448,0.024233690222532647
45,49,27.404123,0.04081632653061224,0.025044753511429357
43,49,27.922336,0.061224489795918366,0.02621474799637839
43,49,28.412881,0.061224489795918366,0.027154162140972975
43,49,28.910624,0.061224489795918366,0.028668018931710615
45,49,31.022754,0.04081632653061224,0.029428449314216888
47,49,31.527674,0.02040816326530612,0.029494082930242464
45,49,32.021202,0.04081632653061224,0.030161345385996942
49,49,32.50667,0.0,0.029490733349781577
49,49,32.987924,0.0,0.028869787596789088
47,49,33.49935,0.02040816326530612,0.028869821580052565
49,49,34.029055,0.0,0.02830883355605858
45,49,34.560962,0.04081632653061224,0.028957968124824367
49,49,35.055538,0.0,0.028415731074781694
47,49,35.556468,0.02040816326530612,0.028423124421117628
49,49,36.107073,0.0,0.027850957356963683
49,49,36.591379,0.0,0.02735985734982726
47,49,37.154943,0.02040816326530612,0.027332928311057107
41,49,37.632761,0.08163265306122448,0.028882502355199922
45,49,38.157781,0.04081632653061224,0.029194428329495044
49,49,38.662335,0.0,0.028643048512654225
41,49,39.193645,0.08163265306122448,0.029920111267533966
47,49,39.642632,0.02040816326530612,0.029806896628327383
45,49,40.165709,0.04081632653061224,0.030316608561655065
49,49,40.698595,0.0,0.02981737662979803
49,49,41.237483,0.0,0.029339905020783315
47,49,41.73313,0.02040816326530612,0.029340921741935148
49,49,42.250348,0.0,0.02889196250192101
39,49,42.712708,0.10204081632653061,0.030153237765694514
47,49,43.235306,0.02040816326530612,0.030143588214835794
49,49,43.741165,0.0,0.029689839781546983
49,49,44.27149,0.0,0.02926097588031311
47,49,44.756213,0.02040816326530612,0.02927223079662828
37,49,45.265847,0.12244897959183673,0.031363776756549326
49,49,45.760461,0.0,0.030955548165391863
49,49,46.24363,0.0,0.03051037270728343
49,49,46.756842,0.0,0.030122160597589147
49,49,47.257352,0.0,0.029753607103218647
49,49,47.768211,0.0,0.02936537147063463
49,49,48.278865,0.0,0.0289812456487051
49,49,48.779427,0.0,0.02858763761692907
47,49,49.286237,0.02040816326530612,0.028601971330690302
43,49,49.757212,0.061224489795918366,0.0290806832153657
27,49,50.270161,0.22448979591836735,0.03241856423875801
45,49,50.785236,0.04081632653061224,0.032741575852733726
45,49,51.287514,0.04081632653061224,0.032920444591984066
43,49,51.781314,0.061224489795918366,0.033537139291102844
49,49,53.876528,0.0,0.033160196828868234
49,49,54.378096,0.0,0.03274118232261498
49,49,54.924805,0.0,0.032372934991059414
49,49,55.405937,0.0,0.03200781064464205
49,49,55.924494,0.0,0.03163385056721867
49,49,56.439283,0.0,0.0312863859452608
47,49,56.993932,0.02040816326530612,0.03126036091507602
49,49,57.487061,0.0,0.030905777002932087
41,49,58.009135,0.08163265306122448,0.03150027266020124
43,49,58.488969,0.061224489795918366,0.03195882100100763
41,49,59.021753,0.08163265306122448,0.03289317734986126
31,49,59.466576,0.1836734693877551,0.03523749103547195
39,49,59.992982,0.10204081632653061,0.03630151247768489
49,49,60.495055,0.0,0.03589873417721519
49,49,61.012912,0.0,0.035523177746157084
47,49,61.494942,0.02040816326530612,0.035318621373667244
37,49,61.976374,0.12244897959183673,0.03657104348025216
39,49,62.509722,0.10204081632653061,0.037568040435458784
49,49,63.022385,0.0,0.037200542848801206
45,49,63.638729,0.04081632653061224,0.03739196149034401
49,49,64.299453,0.0,0.037028768359521166
49,49,64.824049,0.0,0.036703996110174324
49,49,65.306498,0.0,0.036381274271432236
49,49,65.814906,0.0,0.03604188154781762
49,49,66.297751,0.0,0.035688309169374
49,49,66.824609,0.0,0.03535211013911488
49,49,67.326078,0.0,0.035035523450237416
49,49,67.844447,0.0,0.03474012756140589
49,49,68.33984,0.0,0.03442570234162598
49,49,68.844668,0.0,0.03411474327033385
33,49,69.306729,0.16326530612244897,0.03569666441004693
47,49,69.819865,0.02040816326530612,0.03563495291430717
45,49,70.304059,0.04081632653061224,0.03588507971797527
31,49,70.778779,0.1836734693877551,0.037478719567933846
49,49,71.270938,0.0,0.03717691686978512
49,49,71.791916,0.0,0.03686431939728061
49,49,72.272767,0.0,0.036571394279292305
49,49,72.774456,0.0,0.0362558107461282
47,49,73.431392,0.02040816326530612,0.03620324440273495
45,49,74.394042,0.04081632653061224,0.03625838957418339
49,49,75.142858,0.0,0.03597672994488671
49,49,76.503312,0.0,0.03570408828837796
49,49,78.587171,0.0,0.03542725845523637
49,49,79.104793,0.0,0.03514897699199026
41,49,79.584991,0.08163265306122448,0.035721957956114776
37,49,80.082705,0.12244897959183673,0.03660621433100825
49,49,80.581733,0.0,0.03633607851332264
49,49,81.114617,0.0,0.036054401375023734
49,49,81.603867,0.0,0.03578025094768576
49,49,82.116376,0.0,0.035525272864225126
49,49,82.58799,0.0,0.03525021005529828
47,49,83.123344,0.02040816326530612,0.035203877612844596
47,49,83.649184,0.02040816326530612,0.035170281617284395
49,49,84.124286,0.0,0.03490607262507134
49,49,84.606152,0.0,0.03465015620777768
49,49,85.101256,0.0,0.03440727594550573
49,49,85.577056,0.0,0.034162187426968915
39,49,86.263236,0.10204081632653061,0.03492808309778749
49,49,86.759271,0.0,0.03468020295211455
49,49,87.270925,0.0,0.03441849190704652
49,49,87.747396,0.0,0.03418630639797939
49,49,88.286036,0.0,0.03393732496944716
45,49,88.767837,0.04081632653061224,0.03404958529638321
41,49,89.251224,0.08163265306122448,0.03459903794001796
45,49,89.712801,0.04081632653061224,0.034713837637154646
49,49,90.191386,0.0,0.034494027644352034
49,49,90.664249,0.0,0.03427018687678683
49,49,91.124255,0.0,0.03405549961563863
49,49,91.610867,0.0,0.03385025989819309
49,49,92.084964,0.0,0.03362733463763003
49,49,92.584945,0.0,0.033388956825979144
49,49,93.061873,0.0,0.03317533545544101
45,49,93.585575,0.04081632653061224,0.033245455574230164
49,49,94.062914,0.0,0.033057093501313826
49,49,94.555365,0.0,0.03285172614449872
49,49,95.032613,0.0,0.032640296281055504
49,49,95.573243,0.0,0.032423417457631276
41,49,96.054449,0.08163265306122448,0.032875527417592906
43,49,96.558611,0.061224489795918366,0.03313959355007971
49,49,97.044778,0.0,0.0329241787501604
49,49,97.557022,0.0,0.032729737002082857
49,49,98.033671,0.0,0.03253474189751982
49,49,98.555974,0.0,0.03234830024171101
49,49,99.009829,0.0,0.03216707052621887
49,49,101.070085,0.0,0.03198972962337407
49,49,101.556489,0.0,0.031803427278784026
49,49,102.047369,0.0,0.031637862936631796
49,49,102.523735,0.0,0.0314546607336803
49,49,103.046662,0.0,0.03126660103999863
49,49,103.513582,0.0,0.03108171798371054
43,49,104.02195,0.061224489795918366,0.031368769400766904
49,49,104.510973,0.0,0.0311852607349047
47,49,105.012291,0.02040816326530612,0.031056305137036645
49,49,105.504662,0.0,0.03086682325091084
43,49,106.002271,0.061224489795918366,0.0311764576101665
45,49,106.50633,0.04081632653061224,0.03123817047680179
43,49,107.021834,0.061224489795918366,0.031507499231989936
35,49,107.501085,0.14285714285714285,0.03240819364699676
39,49,108.006476,0.10204081632653061,0.03285782344110958
43,49,108.47426,0.061224489795918366,0.03314657360859834
49,49,109.026371,0.0,0.03296136759186997
49,49,110.256266,0.0,0.032797643791514466
49,49,111.75811,0.0,0.03261906018542953
49,49,112.281581,0.0,0.03244048087707051
49,49,112.786487,0.0,0.03227642729317392
49,49,113.272147,0.0,0.03210273706956257
49,49,113.843392,0.0,0.03193261101322876
49,49,114.326133,0.0,0.03176052417455355
41,49,114.81784,0.08163265306122448,0.032142765832331964
49,49,115.299464,0.0,0.03197994851462314
49,49,115.814958,0.0,0.03182559210992639
49,49,116.294942,0.0,0.03166452860856074
49,49,116.807296,0.0,0.03150887722264736
49,49,117.274516,0.0,0.03134286683021201
49,49,118.244026,0.0,0.031190560464170056
49,49,119.53245,0.0,0.03103655987597226
49,49,120.024945,0.0,0.03088285868692989
49,49,120.532878,0.0,0.030724463894111553
49,49,121.022442,0.0,0.03057011365312696
49,49,121.543301,0.0,0.030424962085766834
49,49,122.034075,0.0,0.030283224750731065
