#{"t_start": 1677547455.3639708, "env_id": "DeepRMSADPPKSP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,length_comparison,length_wp,length_bp,hops_wp,hops_bp,number_slots_wp,number_slots_bp,initial_slots_wp,initial_slots_bp,average_external_fragmentation_wp,average_external_fragmentation_bp
50,50,0.307971,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.41666666666666663,1500,2100,2,2,8,14,254,280,0.2589958998776435,0.3114981588340956
46,50,0.633181,0.04,0.02598019801980198,0.02,"(0.04,)",0.02,0.04,0.0,0.0,0.4615384615384615,900,1050,2,2,5,5,125,54,0.4110044637260287,0.4591563362613474
36,50,0.956084,0.14,0.08682494129924341,0.06,"(0.14,)",0.06,0.14,0.0,0.0,0.24324324324324326,1350,4200,2,5,5,8,78,326,0.544677156599262,0.4776095240396071
10,50,1.285125,0.4,0.17462509865824782,0.145,"(0.4,)",0.145,0.4,0.0,0.0,0.28571428571428575,300,750,1,3,4,5,12,77,0.4237390460024099,0.568216386832956
-2,50,1.591211,0.52,0.25233995930505554,0.22,"(0.52,)",0.22,0.52,0.0,0.0,0.2962962962962963,1200,2850,3,2,4,9,220,28,0.6305953977939786,0.5682308897457169
12,50,1.899694,0.38,0.27931368189783695,0.24666666666666667,"(0.38,)",0.24666666666666667,0.38,0.0,0.0,0.25,1050,3150,1,3,3,6,0,26,0.626462171780026,0.6627955347287547
8,50,2.205764,0.42,0.3083335200663276,0.2714285714285714,"(0.42,)",0.2714285714285714,0.42,0.0,0.0,0.29090909090909095,2400,5850,1,5,14,14,27,78,0.6629978375972585,0.6233985797887517
14,50,2.523849,0.36,0.322916460506264,0.2825,"(0.36,)",0.2825,0.36,0.0,0.0,0.28571428571428575,300,750,1,3,4,5,39,66,0.6944624690379347,0.6672070609567027
20,50,2.880906,0.3,0.33183389782670053,0.28444444444444444,"(0.3,)",0.28444444444444444,0.3,0.0,0.0,0.39622641509433965,3150,4800,2,5,9,9,78,288,0.6626649738803347,0.6587968719901596
12,50,3.222788,0.38,0.3470853596109547,0.294,"(0.38,)",0.294,0.38,0.0,0.0,0.4583333333333333,3300,3900,5,2,7,7,252,6,0.6776200630394174,0.5781472263553142
20,50,3.552747,0.3,0.34526976233157924,0.29454545454545455,"(0.3,)",0.29454545454545455,0.3,0.0,0.0,0.4418604651162791,2850,3600,3,4,12,12,297,257,0.6902014617539387,0.7047008915765475
8,50,3.870687,0.42,0.3556634218601206,0.305,"(0.42,)",0.305,0.42,0.0,0.0,0.18518518518518517,750,3300,1,4,5,12,29,257,0.7267314726761561,0.7141675391264758
26,50,4.203259,0.24,0.35257140756534205,0.3,"(0.24,)",0.3,0.24,0.0,0.0,0.3333333333333333,600,1200,1,3,4,5,31,113,0.7206190525976748,0.7294340983219282
18,50,4.535177,0.32,0.35229318083433964,0.30142857142857143,"(0.32,)",0.30142857142857143,0.32,0.0,0.0,0.47457627118644063,4200,4650,3,3,13,13,269,91,0.7175099607636947,0.6134807807172483
8,50,4.861743,0.42,0.36386706307071565,0.30933333333333335,"(0.42,)",0.30933333333333335,0.42,0.0,0.0,0.4642857142857143,1950,2250,2,2,7,13,0,192,0.7359938524663758,0.7132511346433785
2,50,5.184951,0.48,0.37537722976405086,0.32,"(0.48,)",0.32,0.48,0.0,0.0,0.4615384615384615,900,1050,2,2,4,4,46,11,0.7351817308382926,0.7514376517684693
12,50,5.5724,0.38,0.38145512539521176,0.3235294117647059,"(0.38,)",0.3235294117647059,0.38,0.0,0.0,0.28571428571428575,300,750,1,3,3,4,20,66,0.7453181377329741,0.7434622559570044
24,50,5.89959,0.26,0.3791180674419015,0.32,"(0.26,)",0.32,0.26,0.0,0.0,0.25925925925925924,1050,3000,1,4,3,6,7,338,0.7267152186349645,0.745460048852817
8,50,6.214518,0.42,0.3879897571507473,0.32526315789473687,"(0.42,)",0.32526315789473687,0.42,0.0,0.0,0.20833333333333334,750,2850,1,3,3,6,29,31,0.7581859358218969,0.7406737980784469
34,50,6.55783,0.16,0.37860360181441205,0.317,"(0.16,)",0.317,0.16,0.0,0.0,0.3170731707317073,1950,4200,3,3,8,14,179,104,0.7400935817377309,0.6595668091280094
14,50,6.880074,0.36,0.3820314037823842,0.319047619047619,"(0.36,)",0.319047619047619,0.36,0.0,0.0,0.2162162162162162,1200,4350,3,4,3,6,12,133,0.761542710105226,0.7322330007171938
22,50,7.198097,0.28,0.3794316742081448,0.31727272727272726,"(0.28,)",0.31727272727272726,0.28,0.0,0.0,0.42222222222222217,2850,3900,2,5,11,11,35,219,0.7327131657301845,0.7305468470532686
6,50,7.50119,0.44,0.3865036607266197,0.3226086956521739,"(0.44,)",0.3226086956521739,0.44,0.0,0.0,0.42857142857142855,1800,2400,2,2,6,10,103,71,0.7407123067542227,0.7409365354194561
8,50,7.811871,0.42,0.39065912972107125,0.32666666666666666,"(0.42,)",0.32666666666666666,0.42,0.0,0.0,0.14285714285714285,150,900,1,3,5,6,21,62,0.7861697301235038,0.7421061110733439
22,50,8.135668,0.28,0.3891739124899747,0.3248,"(0.28,)",0.3248,0.28,0.0,0.0,0.4615384615384615,3600,4200,2,5,7,7,90,168,0.7313001577267855,0.7430880455444605
22,50,8.465748,0.28,0.3870619946091644,0.3230769230769231,"(0.28,)",0.3230769230769231,0.28,0.0,0.0,0.28571428571428575,300,750,1,3,4,4,15,266,0.7238815186565336,0.7654404236293515
8,50,8.776764,0.42,0.3912360015365068,0.32666666666666666,"(0.42,)",0.32666666666666666,0.42,0.0,0.0,0.2962962962962963,1200,2850,3,2,4,10,30,9,0.767494846983678,0.7370712085652082
16,50,9.096822,0.34,0.39198901950063786,0.3271428571428571,"(0.34,)",0.3271428571428571,0.34,0.0,0.0,0.4642857142857143,1950,2250,2,2,7,12,163,177,0.7509355626490823,0.7402647489644902
30,50,9.418229,0.2,0.3873133999735788,0.32275862068965516,"(0.2,)",0.32275862068965516,0.2,0.0,0.0,0.47169811320754723,3750,4200,4,3,9,9,99,33,0.7524107946228857,0.6773291160856068
24,50,9.739153,0.26,0.3842586437054253,0.32066666666666666,"(0.26,)",0.32066666666666666,0.26,0.0,0.0,0.4528301886792453,3600,4350,3,5,9,9,249,288,0.7470953358570217,0.7440402543938057
20,50,10.063654,0.3,0.38309060445933757,0.32,"(0.3,)",0.32,0.3,0.0,0.0,0.28571428571428575,1200,3000,1,3,4,9,24,168,0.7268597046339057,0.7495376091657239
16,50,10.390183,0.34,0.3841091372460835,0.320625,"(0.34,)",0.320625,0.34,0.0,0.0,0.3333333333333333,600,1200,1,3,3,4,15,148,0.7351365552915934,0.7688440729448255
