#{"t_start": 1677507010.4700058, "env_id": "DeepRMSADPP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,length_comparison,length_wp,length_bp,hops_wp,hops_bp,number_slots_wp,number_slots_bp,initial_slots_wp,initial_slots_bp,average_external_fragmentation_wp,average_external_fragmentation_bp
-2,50,0.361565,0.52,0.5203931924882629,0.52,"(0.52,)",0.0,0.0,0.52,0.52,0.28,2100,5400,2,7,14,14,185,202,0.26588002235508035,0.3681384780821134
-18,50,0.677824,0.68,0.5807524752475247,0.6,"(0.68,)",0.0,0.0,0.6,0.68,0.4909090909090909,4050,4200,5,5,6,6,24,93,0.42706595781184964,0.38389709280600826
-10,50,1.046499,0.6,0.5963996869292982,0.6,"(0.6,)",0.006666666666666667,0.02,0.5933333333333334,0.58,0.05405405405405405,300,5250,1,6,4,13,0,344,0.5147243355306476,0.47409518943366563
-32,50,1.371156,0.82,0.6514996053670087,0.655,"(0.82,)",0.065,0.24,0.59,0.58,0.16666666666666669,300,1500,1,3,4,7,6,35,0.537276241473706,0.5452949066710276
-16,50,1.721801,0.66,0.6556581624667397,0.656,"(0.66,)",0.096,0.22,0.56,0.44,0.4615384615384615,3600,4200,4,3,17,17,112,163,0.5746984310204342,0.4631665270368974
-26,50,2.031682,0.76,0.6693955483482855,0.6733333333333333,"(0.76,)",0.12333333333333334,0.26,0.55,0.5,0.7142857142857143,750,300,3,1,5,4,7,15,0.6212823534839934,0.6029950627227834
-24,50,2.367832,0.74,0.6815380823268425,0.6828571428571428,"(0.74,)",0.14857142857142858,0.3,0.5342857142857143,0.44,0.16666666666666669,900,4500,2,5,6,15,0,216,0.6063786243130069,0.6128266456402487
-6,50,2.715851,0.56,0.6731648425594237,0.6675,"(0.56,)",0.16,0.24,0.5075,0.32,0.37499999999999994,2250,3750,5,4,8,8,147,58,0.6218011395631848,0.6223384695675644
-28,50,3.052601,0.78,0.69134561106407,0.68,"(0.78,)",0.18222222222222223,0.36,0.49777777777777776,0.42,0.10526315789473684,600,5100,2,5,4,11,15,344,0.6282217604520857,0.6433511165882209
-20,50,3.370294,0.7,0.6962823137957512,0.682,"(0.7,)",0.198,0.34,0.484,0.36,0.34090909090909094,2250,4350,2,5,13,13,62,169,0.6313044036932778,0.6238553538340588
-16,50,3.698837,0.66,0.6958162262187012,0.68,"(0.66,)",0.20909090909090908,0.32,0.4709090909090909,0.34,0.07692307692307693,600,7200,1,6,4,10,0,150,0.4350217589726717,0.6424516666598753
-8,50,4.024596,0.58,0.6881150142842027,0.6716666666666666,"(0.58,)",0.21166666666666667,0.24,0.46,0.34,0.12195121951219513,750,5400,1,6,7,17,161,166,0.621415830144671,0.6305282861707331
-14,50,4.359896,0.64,0.6869830533397052,0.6692307692307692,"(0.64,)",0.22153846153846155,0.34,0.44769230769230767,0.3,0.1111111111111111,600,4800,1,6,4,12,15,201,0.6923383194712677,0.6551570526777383
-16,50,4.666861,0.66,0.6861657287370987,0.6685714285714286,"(0.66,)",0.23857142857142857,0.46,0.43,0.2,0.3023255813953488,1950,4500,1,5,6,11,13,345,0.6886847971602471,0.6597189802949259
-12,50,5.002681,0.62,0.6853153535782545,0.6653333333333333,"(0.62,)",0.244,0.32,0.42133333333333334,0.3,0.3333333333333333,2100,4200,2,5,17,17,176,326,0.5791804332012587,0.6590118081285419
-20,50,5.309089,0.7,0.6886049221636804,0.6675,"(0.7,)",0.25625,0.44,0.41125,0.26,0.425,2550,3450,5,4,6,6,176,129,0.6844516589297512,0.6521024063770875
-20,50,5.638645,0.7,0.6915436341761408,0.6694117647058824,"(0.7,)",0.2576470588235294,0.28,0.4117647058823529,0.42,0.048780487804878044,300,5850,1,6,3,8,8,74,0.7254952122804346,0.6583865339946069
-24,50,5.960904,0.74,0.6950644950680243,0.6733333333333333,"(0.74,)",0.25333333333333335,0.18,0.42,0.56,0.45238095238095233,2850,3450,3,4,7,7,82,71,0.6429278001871412,0.6674095808844803
-16,50,6.300534,0.66,0.6952082880048202,0.6726315789473685,"(0.66,)",0.25473684210526315,0.28,0.41789473684210526,0.38,0.41379310344827586,3600,5100,4,3,17,17,211,15,0.6238196770449619,0.6868227310798362
-12,50,6.621515,0.62,0.6905331225522517,0.67,"(0.62,)",0.25,0.16,0.42,0.46,0.28,2100,5400,2,7,7,7,5,64,0.6275929486567052,0.6882886012274411
-26,50,6.938153,0.76,0.6940705298063383,0.6742857142857143,"(0.76,)",0.24952380952380954,0.24,0.4247619047619048,0.52,0.38636363636363635,2550,4050,2,7,11,11,82,325,0.7067653092619772,0.6611633186395868
-18,50,7.254083,0.68,0.6955221719457013,0.6745454545454546,"(0.68,)",0.24727272727272728,0.2,0.42727272727272725,0.48,0.27906976744186046,1800,4650,2,5,7,13,30,190,0.6845144388186184,0.697898837612829
-4,50,7.602876,0.54,0.6889349357646084,0.668695652173913,"(0.54,)",0.2530434782608696,0.38,0.4156521739130435,0.16,0.5714285714285715,2400,1800,2,2,10,6,11,0,0.6348149994267906,0.717406576136087
-30,50,7.897178,0.8,0.69349607487523,0.6741666666666667,"(0.8,)",0.2575,0.36,0.4166666666666667,0.44,0.5,3900,3900,4,4,13,13,223,38,0.6425242439991407,0.6665405514364992
-16,50,8.246013,0.66,0.6931229392369289,0.6736,"(0.66,)",0.2576,0.26,0.416,0.4,0.45454545454545453,3750,4500,6,4,10,10,176,80,0.6868361584746127,0.6137499666913527
-16,50,8.561541,0.66,0.6932859593236952,0.6730769230769231,"(0.66,)",0.2553846153846154,0.2,0.4176923076923077,0.46,0.22580645161290322,2100,7200,2,8,7,7,8,222,0.6017197612188063,0.6548695160492877
-8,50,8.900776,0.58,0.6920544868953697,0.6696296296296296,"(0.58,)",0.25851851851851854,0.34,0.4111111111111111,0.24,0.2962962962962963,1200,2850,3,2,4,10,110,188,0.6991410637511452,0.6947716324907113
-28,50,9.195669,0.78,0.6948526061600145,0.6735714285714286,"(0.78,)",0.26785714285714285,0.52,0.4057142857142857,0.26,0.4909090909090909,4050,4200,6,4,17,17,249,249,0.6684581182409737,0.6515040574479587
-22,50,9.526056,0.72,0.6970914615350742,0.6751724137931034,"(0.72,)",0.27034482758620687,0.34,0.4048275862068966,0.38,0.43636363636363634,3600,4650,4,5,9,9,111,158,0.6904796215916716,0.6549922080751198
-16,50,9.838338,0.66,0.6953735367792924,0.6746666666666666,"(0.66,)",0.274,0.38,0.40066666666666667,0.28,0.7272727272727273,3600,1350,3,2,15,8,134,9,0.6189585579095023,0.6700900045216367
-12,50,10.173121,0.62,0.6949813120247454,0.6729032258064516,"(0.62,)",0.2703225806451613,0.16,0.40258064516129033,0.46,0.5357142857142857,2250,1950,2,2,8,5,118,19,0.7065764754482775,0.6769534112022193
-24,50,10.489077,0.74,0.6969392599255428,0.675,"(0.74,)",0.27,0.26,0.405,0.48,0.3333333333333333,600,1200,1,3,3,4,9,22,0.709582006223311,0.6748266196877921
-10,50,10.835914,0.6,0.6941405606534821,0.6727272727272727,"(0.6,)",0.26666666666666666,0.16,0.40606060606060607,0.44,0.3461538461538462,2700,5100,2,5,11,11,9,70,0.6860621816403539,0.6207586110620051
-2,50,11.17381,0.52,0.6902360540223136,0.668235294117647,"(0.52,)",0.2605882352941176,0.06,0.4076470588235294,0.46,0.4909090909090909,4050,4200,5,5,11,11,282,311,0.6824299754921797,0.6555935244930747
-30,50,11.48715,0.8,0.6941128130207501,0.672,"(0.8,)",0.2662857142857143,0.46,0.4057142857142857,0.34,0.7142857142857143,750,300,3,1,6,5,132,0,0.7044137208363939,0.6441115671955157
-8,50,11.813229,0.58,0.6925475369732014,0.6694444444444444,"(0.58,)",0.265,0.22,0.40444444444444444,0.36,0.4615384615384615,3600,4200,2,5,9,9,15,300,0.671896943590619,0.6601907362011153
-24,50,12.13496,0.74,0.6949122488344535,0.6713513513513514,"(0.74,)",0.26756756756756755,0.36,0.40378378378378377,0.38,0.42857142857142855,450,600,2,2,4,4,8,14,0.7111036758943448,0.6710719042189683
-22,50,12.440915,0.72,0.6964919958927399,0.6726315789473685,"(0.72,)",0.2731578947368421,0.48,0.3994736842105263,0.24,0.45945945945945943,2550,3000,5,2,8,8,149,24,0.7137694265563279,0.7210672729520119
-26,50,12.74415,0.76,0.6981217136135803,0.6748717948717948,"(0.76,)",0.2774358974358974,0.44,0.3974358974358974,0.32,0.5833333333333334,2100,1500,2,2,7,4,111,94,0.6657805624332863,0.7011504942713007
-18,50,13.067686,0.68,0.6984052813821694,0.675,"(0.68,)",0.2815,0.44,0.3935,0.24,0.2105263157894737,1200,4500,2,5,5,11,0,338,0.7285695113186349,0.6947810088611017
-22,50,13.423043,0.72,0.6991316345381839,0.6760975609756098,"(0.72,)",0.28292682926829266,0.34,0.3931707317073171,0.38,0.2962962962962963,1200,2850,3,2,5,11,47,101,0.7077856711485238,0.7190820539839275
-16,50,13.762455,0.66,0.6985536733496407,0.6757142857142857,"(0.66,)",0.2819047619047619,0.24,0.39380952380952383,0.42,0.34210526315789475,1950,3750,3,4,5,9,48,154,0.7241343175985446,0.692510466106611
-6,50,14.117907,0.56,0.6956489387428614,0.6730232558139535,"(0.56,)",0.2827906976744186,0.32,0.3902325581395349,0.24,0.29090909090909095,2400,5850,1,5,6,6,0,0,0.5049623212078695,0.6633413497367342
-22,50,14.438048,0.72,0.6973186337523876,0.6740909090909091,"(0.72,)",0.2822727272727273,0.26,0.39181818181818184,0.46,0.4615384615384615,3600,4200,2,5,10,10,26,170,0.6533081947944053,0.6642825844763739
-18,50,14.784127,0.68,0.6966721668255075,0.6742222222222222,"(0.68,)",0.2822222222222222,0.28,0.392,0.4,0.46341463414634143,2850,3300,3,4,12,12,77,309,0.6871448921541372,0.7153092016102517
-24,50,15.116894,0.74,0.6972744508027064,0.6756521739130434,"(0.74,)",0.2852173913043478,0.42,0.39043478260869563,0.32,0.7916666666666666,2850,750,3,1,16,6,224,25,0.685066526733574,0.7196357412817457
-28,50,15.478003,0.78,0.6995771526001705,0.6778723404255319,"(0.78,)",0.28893617021276596,0.46,0.38893617021276594,0.32,0.28571428571428575,300,750,1,3,3,3,16,8,0.6633293441934279,0.7019333154390099
-6,50,15.892688,0.56,0.6975139231016386,0.6754166666666667,"(0.56,)",0.2875,0.22,0.3879166666666667,0.34,0.2162162162162162,1200,4350,3,4,5,12,143,289,0.7071689004414367,0.7176730621149496
-24,50,16.211125,0.74,0.699016089901215,0.676734693877551,"(0.74,)",0.28775510204081634,0.3,0.3889795918367347,0.44,0.1951219512195122,1200,4950,3,6,5,12,67,201,0.6835868039796632,0.7088307957661364
-22,50,16.530614,0.72,0.7004050924066858,0.6776,"(0.72,)",0.288,0.3,0.3896,0.42,0.4390243902439025,2700,3450,5,4,11,11,282,33,0.7051741102295241,0.6937068229819653
-12,50,16.87564,0.62,0.6994234396500962,0.6764705882352942,"(0.62,)",0.28549019607843135,0.16,0.39098039215686275,0.46,0.1702127659574468,1200,5850,3,6,3,6,41,300,0.6832243610456571,0.6971146420283452
-8,50,17.202299,0.58,0.6979226212731244,0.6746153846153846,"(0.58,)",0.28384615384615386,0.2,0.39076923076923076,0.38,0.7142857142857143,750,300,3,1,4,4,119,26,0.7078262061811363,0.6682898957288244
-12,50,17.525787,0.62,0.6971295592071972,0.6735849056603773,"(0.62,)",0.2871698113207547,0.46,0.3864150943396226,0.16,0.15384615384615385,300,1650,1,3,4,7,12,99,0.6914495816193792,0.6939782273501579
-22,50,17.817211,0.72,0.697921434133178,0.6744444444444444,"(0.72,)",0.29185185185185186,0.54,0.3825925925925926,0.18,0.7142857142857143,750,300,3,1,4,4,124,16,0.7018560200500173,0.6933244104381485
-12,50,18.154261,0.62,0.6972395681353953,0.6734545454545454,"(0.62,)",0.2923636363636364,0.32,0.3810909090909091,0.3,0.3170731707317073,1950,4200,2,5,6,11,13,132,0.7098188649368158,0.7115312615147786
-6,50,18.483995,0.56,0.6956561596704377,0.6714285714285714,"(0.56,)",0.29,0.16,0.38142857142857145,0.4,0.1111111111111111,450,3600,2,3,4,13,19,298,0.7179912108230326,0.7237678697644142
-12,50,18.842113,0.62,0.6946476714736863,0.6705263157894736,"(0.62,)",0.2894736842105263,0.26,0.38105263157894737,0.36,0.3333333333333333,2100,4200,2,5,14,14,81,146,0.6936550464046662,0.7056540621998497
-10,50,19.163311,0.6,0.6936147844851436,0.6693103448275862,"(0.6,)",0.2893103448275862,0.28,0.38,0.32,0.37499999999999994,3150,5250,2,5,17,17,62,146,0.6027383537953139,0.6076178913464236
-22,50,19.495745,0.72,0.6943847254954254,0.6701694915254237,"(0.72,)",0.2905084745762712,0.36,0.37966101694915255,0.36,0.07142857142857144,300,3900,1,4,4,13,12,336,0.694275295490772,0.7113993255211438
-32,50,19.806102,0.82,0.6966537660177115,0.6726666666666666,"(0.82,)",0.2936666666666667,0.48,0.379,0.34,0.3584905660377359,2850,5100,2,6,11,11,12,30,0.6348338528601378,0.6675546020722533
-20,50,20.122234,0.7,0.6970861983216629,0.6731147540983606,"(0.7,)",0.2934426229508197,0.28,0.379672131147541,0.42,0.3783783783783784,2100,3450,3,4,12,12,314,187,0.7155494810949342,0.7010038847103242
-8,50,20.448468,0.58,0.6955048735163339,0.6716129032258065,"(0.58,)",0.2932258064516129,0.28,0.3783870967741935,0.3,0.28571428571428575,300,750,1,3,5,6,10,117,0.6748651187129906,0.710277413703777
