#{"t_start": 1669662536.0080135, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate
49,49,1.256442,0.0,0.0
49,49,1.741622,0.0,0.0
31,49,2.484128,0.1836734693877551,0.08144020574367766
13,49,2.932986,0.3673469387755102,0.16499155744954572
13,49,3.399142,0.3673469387755102,0.21997942915916688
17,49,3.913162,0.32653061224489793,0.24563930228836614
5,49,4.342637,0.4489795918367347,0.28251348485547
7,49,4.842181,0.42857142857142855,0.30491604288893387
3,49,5.301913,0.46938775510204084,0.3228846917771117
5,49,5.739716,0.4489795918367347,0.33749307614610147
-5,49,6.248444,0.5510204081632653,0.3643505069069781
17,49,6.74417,0.32653061224489793,0.36585828478525945
9,49,7.217811,0.40816326530612246,0.37416877870065995
25,49,7.748223,0.24489795918367346,0.36738401341531585
17,49,8.245331,0.32653061224489793,0.36851384293923034
-1,49,8.775876,0.5102040816326531,0.37899366714858784
7,49,9.247842,0.42857142857142855,0.3861522037517157
23,49,9.737507,0.2653061224489796,0.38142456089835874
11,49,10.270985,0.3877551020408163,0.3865484488178215
7,49,10.728598,0.42857142857142855,0.3930033796958274
19,49,11.248513,0.30612244897959184,0.39026086418989925
17,49,11.762756,0.32653061224489793,0.38879690133349104
5,49,12.24294,0.4489795918367347,0.3946996666101599
-3,49,12.770701,0.5306122448979592,0.4047357797916582
-13,49,13.219784,0.6326530612244898,0.4158804418453541
1,49,13.722388,0.4897959183673469,0.4215966901241203
11,49,14.304172,0.3877551020408163,0.42404780587915736
-5,49,14.787688,0.5510204081632653,0.4313599962752584
5,49,15.295953,0.4489795918367347,0.4341673410664509
15,49,15.778721,0.3469387755102041,0.4336570987285048
11,49,16.311866,0.3877551020408163,0.43357570528132333
9,49,16.852777,0.40816326530612246,0.43538227517278694
13,49,17.345133,0.3673469387755102,0.43536458591158855
5,49,17.843792,0.4489795918367347,0.43784843707947246
-9,49,18.323741,0.5918367346938775,0.4455418765155755
7,49,18.744035,0.42857142857142855,0.44796445865775103
1,49,19.253757,0.4897959183673469,0.45108613967305294
-5,49,19.68745,0.5510204081632653,0.455117391903057
5,49,20.152647,0.4489795918367347,0.45767244559203246
-5,49,20.641438,0.5510204081632653,0.4619719230046795
-7,49,21.102184,0.5714285714285714,0.46579962613848785
7,49,21.627843,0.42857142857142855,0.46674437580137546
-1,49,22.091972,0.5102040816326531,0.46876426029022544
-5,49,22.51898,0.5510204081632653,0.47248074097163467
-17,49,22.990119,0.673469387755102,0.4784116801880905
3,49,23.416792,0.46938775510204084,0.4797684165660297
3,49,23.876277,0.46938775510204084,0.4809898621869307
1,49,24.349875,0.4897959183673469,0.48285242861428534
11,49,24.823934,0.3877551020408163,0.4824900640982751
15,49,25.35312,0.3469387755102041,0.4818856279955354
1,49,25.792646,0.4897959183673469,0.48381058968817536
1,49,26.288392,0.4897959183673469,0.4857940579582267
-11,49,26.757821,0.6122448979591837,0.48913406887328653
-13,49,27.215822,0.6326530612244898,0.49229647630619683
1,49,27.71664,0.4897959183673469,0.4936141288145295
-1,49,28.195079,0.5102040816326531,0.49500436568629175
1,49,28.627634,0.4897959183673469,0.4957397633585153
3,49,29.148457,0.46938775510204084,0.4969497543407342
-5,49,29.586403,0.5510204081632653,0.49916416285772996
11,49,30.042881,0.3877551020408163,0.4983661380749937
-5,49,30.523529,0.5510204081632653,0.5007309234357701
-3,49,30.964424,0.5306122448979592,0.5025595735454325
-3,49,31.445116,0.5306122448979592,0.5045806173038606
17,49,31.92241,0.32653061224489793,0.5026535525843963
-1,49,32.341696,0.5102040816326531,0.5041764605001664
1,49,32.861516,0.4897959183673469,0.5056193173349233
-3,49,33.296799,0.5306122448979592,0.5072768735380189
-1,49,33.80544,0.5102040816326531,0.5080615990083968
7,49,34.242068,0.42857142857142855,0.5075626261427045
-3,49,34.705632,0.5306122448979592,0.5082504235186208
9,49,35.220106,0.40816326530612246,0.5080645161290323
5,49,35.671369,0.4489795918367347,0.5082785903861825
7,49,36.099088,0.42857142857142855,0.5080136992458224
13,49,36.635863,0.3673469387755102,0.5073340732519422
3,49,37.058643,0.46938775510204084,0.50781674465885
-3,49,37.561824,0.5306122448979592,0.5089058304108487
5,49,37.992658,0.4489795918367347,0.509177305630084
1,49,38.452059,0.4897959183673469,0.5099576610018266
-1,49,38.917218,0.5102040816326531,0.5108123151563486
-15,49,39.339113,0.6530612244897959,0.5137051427072575
-3,49,39.83196,0.5306122448979592,0.5145821614862596
-9,49,40.265165,0.5918367346938775,0.5165682106332516
1,49,40.713349,0.4897959183673469,0.5170035784534446
-3,49,41.187704,0.5306122448979592,0.5184605170663126
-9,49,41.628736,0.5918367346938775,0.5196790276744159
7,49,42.088093,0.42857142857142855,0.519617823224178
7,49,42.639504,0.42857142857142855,0.5192043094251713
-5,49,43.099374,0.5510204081632653,0.5205074232066017
13,49,43.621004,0.3673469387755102,0.519326003330926
-9,49,44.052523,0.5918367346938775,0.5206817527662505
5,49,44.500784,0.4489795918367347,0.5208163735780821
7,49,44.977802,0.42857142857142855,0.5206598020451297
-1,49,45.40748,0.5102040816326531,0.521234242550223
15,49,45.874578,0.3469387755102041,0.5198209629516014
3,49,46.355359,0.46938775510204084,0.5204873944944006
19,49,46.80902,0.30612244897959184,0.5191269887323655
3,49,47.283069,0.46938775510204084,0.5191054852320676
7,49,47.755965,0.42857142857142855,0.5189824371538703
1,49,48.183568,0.4897959183673469,0.5191238945367386
-9,49,48.658453,0.5918367346938775,0.5207063619025186
1,49,49.098127,0.4897959183673469,0.5211767755313634
13,49,49.605545,0.3673469387755102,0.5206792668332857
-7,49,50.031452,0.5714285714285714,0.5220236621006306
13,49,50.467657,0.3673469387755102,0.5213490848146203
3,49,50.98959,0.46938775510204084,0.521320795294807
11,49,51.451866,0.3877551020408163,0.5209078017690147
7,49,51.919691,0.42857142857142855,0.5203209980075353
3,49,52.420809,0.46938775510204084,0.5205171410561024
1,49,52.879587,0.4897959183673469,0.5207351413664119
3,49,53.354317,0.46938775510204084,0.5207963917219055
1,49,53.79186,0.4897959183673469,0.5211992660204028
5,49,54.23056,0.4489795918367347,0.5211447949250153
3,49,54.706244,0.46938775510204084,0.5215389874503169
11,49,55.129422,0.3877551020408163,0.5205448015513304
7,49,55.64853,0.42857142857142855,0.5197543750871035
19,49,56.100451,0.30612244897959184,0.5182077491909705
-5,49,56.555652,0.5510204081632653,0.5194438154661568
5,49,57.037602,0.4489795918367347,0.5192733766467846
7,49,57.491959,0.42857142857142855,0.5189078460755874
5,49,57.92204,0.4489795918367347,0.5186253061937054
-9,49,58.377136,0.5918367346938775,0.5198532135893712
11,49,58.835153,0.3877551020408163,0.5194690977342807
27,49,59.342512,0.22448979591836735,0.5178246030331486
9,49,59.80712,0.40816326530612246,0.517626750005279
11,49,60.266394,0.3877551020408163,0.517051780096346
11,49,60.786172,0.3877551020408163,0.5168169011155818
13,49,61.221299,0.3673469387755102,0.5160194750604727
7,49,61.673577,0.42857142857142855,0.5156181269500282
1,49,62.193061,0.4897959183673469,0.5163627140139505
11,49,62.634533,0.3877551020408163,0.5160795707750371
3,49,63.132881,0.46938775510204084,0.5161510327667356
15,49,63.579034,0.3469387755102041,0.5154294894521149
9,49,64.041685,0.40816326530612246,0.5153896899907937
1,49,64.536846,0.4897959183673469,0.5156759872599019
3,49,65.006327,0.46938775510204084,0.5159018479248713
25,49,65.553599,0.24489795918367346,0.5143310837633982
9,49,66.018766,0.40816326530612246,0.5140252303710053
23,49,66.499242,0.2653061224489796,0.5124610665743801
17,49,67.019391,0.32653061224489793,0.5118582471072279
17,49,67.519727,0.32653061224489793,0.510986211731713
1,49,67.980483,0.4897959183673469,0.5109232932789374
7,49,68.475441,0.42857142857142855,0.5105208827771812
11,49,68.953253,0.3877551020408163,0.5098857976555818
19,49,69.464183,0.30612244897959184,0.5088878491087165
15,49,69.949097,0.3469387755102041,0.507867073737187
9,49,70.41313,0.40816326530612246,0.5077006789316232
13,49,70.93683,0.3673469387755102,0.506955373576249
25,49,71.441999,0.24489795918367346,0.505338298233958
7,49,71.972188,0.42857142857142855,0.5054064842718463
5,49,72.487174,0.4489795918367347,0.5054651000627571
15,49,72.969577,0.3469387755102041,0.5050183519017767
15,49,73.492462,0.3469387755102041,0.504357464943339
19,49,73.954227,0.30612244897959184,0.5034264515646215
7,49,74.405847,0.42857142857142855,0.5031760589693943
