#{"t_start": 1669213639.011227, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate
49,49,1.469107,0.0,0.0
49,49,2.149834,0.0,0.0
3,49,2.723742,0.46938775510204084,0.17788255465066438
-11,49,3.294528,0.6122448979591837,0.3051378949907534
-9,49,3.833958,0.5918367346938775,0.3649395731550527
-13,49,4.379279,0.6326530612244898,0.4164399637275297
-3,49,4.96582,0.5306122448979592,0.43612558203863355
1,49,5.554918,0.4897959183673469,0.4574954481084362
-11,49,6.131648,0.6122448979591837,0.4814199559423639
-17,49,6.718158,0.673469387755102,0.5038936496041184
-7,49,7.304052,0.5714285714285714,0.5161558071974862
-15,49,7.855234,0.6530612244897959,0.5340197805175451
-19,49,8.410355,0.6938775510204082,0.5457328548844446
-27,49,8.915056,0.7755102040816326,0.5641419787590833
-19,49,9.476678,0.6938775510204082,0.5773985721748215
-13,49,10.009444,0.6326530612244898,0.583905190494614
-29,49,10.533212,0.7959183673469388,0.5995310355345432
-9,49,11.093611,0.5918367346938775,0.602397063057875
-19,49,11.651707,0.6938775510204082,0.610649856498565
7,49,12.285506,0.42857142857142855,0.6056642402183804
-13,49,13.099798,0.6326530612244898,0.6092136984607777
3,49,13.895231,0.46938775510204084,0.6052304781053192
-11,49,14.676887,0.6122448979591837,0.6068401423970164
-13,49,15.435234,0.6326530612244898,0.6106257027133201
-11,49,16.27323,0.6122448979591837,0.6121767381416504
-3,49,17.058096,0.5306122448979592,0.611289576640876
-17,49,17.86091,0.673469387755102,0.6155489829178488
-9,49,18.644884,0.5918367346938775,0.6159907812645498
-13,49,19.430149,0.6326530612244898,0.6180649222192249
-17,49,20.199711,0.673469387755102,0.6218035871610524
-5,49,21.205343,0.5510204081632653,0.6212368335209875
-13,49,22.428027,0.6326530612244898,0.6243504537890621
-7,49,23.707856,0.5714285714285714,0.6229394584426513
-17,49,24.907981,0.673469387755102,0.6263120458302895
-15,49,26.191868,0.6530612244897959,0.6282969595224771
-7,49,27.483823,0.5714285714285714,0.6296504919641316
-7,49,28.52411,0.5714285714285714,0.6290415270496079
-11,49,29.309601,0.6122448979591837,0.6298454282566786
-3,49,30.115002,0.5306122448979592,0.6280305824754367
-15,49,30.837696,0.6530612244897959,0.6297152283807953
-3,49,31.647907,0.5306122448979592,0.6288589269379151
-5,49,32.442507,0.5510204081632653,0.628464856043828
-5,49,33.257649,0.5510204081632653,0.627840649812905
-3,49,34.010209,0.5306122448979592,0.6267162428938268
-1,49,34.868548,0.5102040816326531,0.6256839324847975
-9,49,35.663127,0.5918367346938775,0.6260779995737729
-5,49,36.484455,0.5510204081632653,0.6254919412034655
-1,49,37.278538,0.5102040816326531,0.6250920446177762
-1,49,38.088676,0.5102040816326531,0.6245634224999665
-17,49,38.87357,0.673469387755102,0.6263410150351257
-15,49,39.657524,0.6530612244897959,0.6274313059586292
-13,49,40.44444,0.6326530612244898,0.627494233169047
-9,49,41.232677,0.5918367346938775,0.6274997833005188
-13,49,42.017559,0.6326530612244898,0.6284811664641555
-21,49,42.776989,0.7142857142857143,0.6298221973120908
-9,49,43.583713,0.5918367346938775,0.6290866046680613
-3,49,44.342991,0.5306122448979592,0.6283705313509722
-15,49,45.155931,0.6530612244897959,0.6301711416795291
-7,49,45.953875,0.5714285714285714,0.630293403828745
5,49,46.762712,0.4489795918367347,0.6285395788024175
-17,49,47.548056,0.673469387755102,0.6301258693151892
-9,49,48.365276,0.5918367346938775,0.6309824743249389
-9,49,49.166437,0.5918367346938775,0.6309650770199196
-11,49,49.95947,0.6122448979591837,0.631596741970186
