#{"t_start": 1677507501.2565584, "env_id": "DeepRMSADPP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,length_comparison,length_wp,length_bp,hops_wp,hops_bp,number_slots_wp,number_slots_bp,initial_slots_wp,initial_slots_bp,average_external_fragmentation_wp,average_external_fragmentation_bp
-20,50,0.315828,0.7,0.707306338028169,0.7,"(0.7,)",0.0,0.0,0.7,0.7,0.4390243902439025,2700,3450,5,4,17,17,153,153,0.2614294024178164,0.37878237004959014
-16,50,0.625578,0.66,0.702019801980198,0.68,"(0.66,)",0.0,0.0,0.68,0.66,0.5714285714285715,600,450,2,2,3,3,72,15,0.3131059779832569,0.4977450588913922
0,50,0.983715,0.5,0.6569788677276285,0.62,"(0.5,)",0.04,0.12,0.58,0.38,0.048780487804878044,300,5850,1,6,4,13,18,281,0.47806496454206604,0.5141087542786947
-28,50,1.269457,0.78,0.6953433307024467,0.66,"(0.78,)",0.135,0.42,0.525,0.36,0.16666666666666669,300,1500,1,3,4,7,24,101,0.5853550266759844,0.5489357938644865
-22,50,1.607003,0.72,0.7113789325403036,0.672,"(0.72,)",0.212,0.52,0.46,0.2,0.1111111111111111,450,3600,2,3,4,10,43,342,0.6041796555521246,0.6359350976225361
-28,50,1.902933,0.78,0.7249234954097246,0.69,"(0.78,)",0.24,0.38,0.45,0.4,0.25925925925925924,1050,3000,1,4,3,6,24,78,0.6169164672419868,0.6366123506136439
-26,50,2.21635,0.76,0.7376924283505502,0.7,"(0.76,)",0.26285714285714284,0.4,0.43714285714285717,0.36,0.4642857142857143,3900,4500,4,6,6,6,206,144,0.5680681702532874,0.599479241984233
-12,50,2.538462,0.62,0.7296297029311062,0.69,"(0.62,)",0.27,0.32,0.42,0.3,0.37499999999999994,2250,3750,5,4,8,8,139,230,0.6299934496528465,0.6148094040831967
-24,50,2.864348,0.74,0.7360111487440023,0.6955555555555556,"(0.74,)",0.28444444444444444,0.4,0.4111111111111111,0.34,0.37499999999999994,3150,5250,2,5,9,9,24,62,0.4965259472385013,0.584598954652334
-16,50,3.175259,0.66,0.7356027642692603,0.692,"(0.66,)",0.288,0.32,0.404,0.34,0.4074074074074074,3300,4800,5,5,7,7,90,198,0.6241447293754658,0.637141482066717
-26,50,3.488526,0.76,0.7432053432024519,0.6981818181818182,"(0.76,)",0.3090909090909091,0.52,0.3890909090909091,0.24,0.19047619047619047,600,2550,1,2,4,10,0,19,0.5720102939068465,0.4769661287156728
