#{"t_start": 1669660740.1248436, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate
49,49,1.218926,0.0,0.0
49,49,1.712858,0.0,0.0
49,49,2.43916,0.0,0.0
19,49,2.889577,0.30612244897959184,0.09922006914850848
31,49,3.393241,0.1836734693877551,0.12098225764978143
41,49,3.921217,0.08163265306122448,0.1183122632954606
35,49,4.430718,0.14285714285714285,0.12931630630215296
45,49,4.96578,0.04081632653061224,0.11859194820958932
31,49,5.457895,0.1836734693877551,0.13108952367195117
41,49,5.970465,0.08163265306122448,0.12906063666873024
43,49,6.503278,0.061224489795918366,0.12574850299401197
43,49,6.975201,0.061224489795918366,0.12236824278553042
47,49,7.519219,0.02040816326530612,0.11545507013625755
35,49,8.051921,0.14285714285714285,0.11929383268119993
27,49,8.625377,0.22448979591836735,0.13113790701723838
31,49,9.225761,0.1836734693877551,0.1368384613818241
33,49,9.789678,0.16326530612244897,0.14105154796400793
45,49,10.332385,0.04081632653061224,0.13621148862654767
29,49,10.870479,0.20408163265306123,0.14263017630176303
33,49,11.363203,0.16326530612244897,0.14745547900688938
43,49,11.954126,0.061224489795918366,0.14404710391296285
43,49,12.444384,0.061224489795918366,0.14130274090062386
41,49,12.960267,0.08163265306122448,0.13899248460190994
37,49,13.495421,0.12244897959183673,0.14066458053941291
35,49,14.013363,0.14285714285714285,0.14241715399610136
41,49,14.535903,0.08163265306122448,0.1417321850430609
41,49,15.097191,0.08163265306122448,0.1404237339288948
29,49,15.570037,0.20408163265306123,0.14418241921966662
35,49,16.100691,0.14285714285714285,0.1454792734466325
45,49,16.625682,0.04081632653061224,0.1428664658088515
37,49,17.148412,0.12244897959183673,0.1430029568676144
43,49,17.707933,0.061224489795918366,0.14146580502894246
49,49,18.228752,0.0,0.13719122815702192
47,49,18.788204,0.02040816326530612,0.13401130377946097
37,49,19.292879,0.12244897959183673,0.13417272896847604
41,49,19.787073,0.08163265306122448,0.133643441841027
43,49,20.357705,0.061224489795918366,0.13254705721131319
39,49,20.856958,0.10204081632653061,0.13248760671991186
27,49,21.365353,0.22448979591836735,0.13502229972167265
21,49,21.887865,0.2857142857142857,0.1394621434229761
37,49,22.383392,0.12244897959183673,0.1396094340373066
33,49,22.903605,0.16326530612244897,0.141158643198508
37,49,23.423107,0.12244897959183673,0.14131757476194823
35,49,23.922863,0.14285714285714285,0.14226447581303528
35,49,24.475763,0.14285714285714285,0.14355688431563213
33,49,24.95794,0.16326530612244897,0.14520139234211835
33,49,25.482766,0.16326530612244897,0.14651156322574366
33,49,26.006641,0.16326530612244897,0.14803501786347398
45,49,26.534448,0.04081632653061224,0.14630866196523437
39,49,27.072916,0.10204081632653061,0.146083645197295
43,49,27.623789,0.061224489795918366,0.14461124832767314
41,49,28.110591,0.08163265306122448,0.14386825154727542
39,49,28.617931,0.10204081632653061,0.1441113463848335
23,49,29.107673,0.2653061224489796,0.14713851761846902
39,49,29.653619,0.10204081632653061,0.14691677498598804
31,49,30.156457,0.1836734693877551,0.14741369712099103
33,49,30.625677,0.16326530612244897,0.14855634895995032
43,49,31.184446,0.061224489795918366,0.147299444227714
35,49,31.647375,0.14285714285714285,0.14810145563398663
21,49,32.123572,0.2857142857142857,0.15141364575250543
25,49,32.649449,0.24489795918367346,0.1538325110444681
33,49,33.132227,0.16326530612244897,0.15476429712206627
29,49,33.644052,0.20408163265306123,0.15612075558075778
47,49,34.146989,0.02040816326530612,0.1542185338865837
33,49,34.608885,0.16326530612244897,0.15499308967284392
41,49,35.147742,0.08163265306122448,0.15414617180901277
35,49,35.647269,0.14285714285714285,0.15439010306049544
45,49,36.201634,0.04081632653061224,0.1530618642718999
37,49,36.681468,0.12244897959183673,0.1531283390715897
33,49,37.403074,0.16326530612244897,0.1539408290669487
47,49,38.322544,0.02040816326530612,0.15231127369471234
33,49,39.157389,0.16326530612244897,0.15319375588970377
37,49,39.985815,0.12244897959183673,0.15339290048270965
49,49,40.968396,0.0,0.15151609322974474
41,49,41.815241,0.08163265306122448,0.15111204584888796
41,49,42.788383,0.08163265306122448,0.15030291498921095
33,49,43.523843,0.16326530612244897,0.15099578991370816
37,49,44.048089,0.12244897959183673,0.15125459794786328
25,49,44.560159,0.24489795918367346,0.152959159937527
5,49,44.982182,0.4489795918367347,0.15808455876325841
33,49,45.510755,0.16326530612244897,0.15879927321875872
29,49,45.960879,0.20408163265306123,0.16043067348726336
13,49,46.385612,0.3673469387755102,0.16367672267380778
43,49,46.927974,0.061224489795918366,0.16284464578614388
37,49,47.417439,0.12244897959183673,0.16284988258520766
49,49,47.890704,0.0,0.16101827387556378
37,49,48.399076,0.12244897959183673,0.16119632537818673
35,49,48.896962,0.14285714285714285,0.16120187023825047
35,49,49.436535,0.14285714285714285,0.16166413653848988
39,49,49.930818,0.10204081632653061,0.16101271910488982
49,49,50.447166,0.0,0.15918636399657082
27,49,50.987225,0.22448979591836735,0.16091941732693205
21,49,51.445081,0.2857142857142857,0.16317636364917523
39,49,51.946365,0.10204081632653061,0.16301225650821982
35,49,52.452006,0.14285714285714285,0.1632612953053456
19,49,52.918177,0.30612244897959184,0.1648877161962432
39,49,53.44006,0.10204081632653061,0.16440506329113924
39,49,53.931348,0.10204081632653061,0.16398447468451677
35,49,54.401137,0.14285714285714285,0.16383172162988677
35,49,54.926757,0.14285714285714285,0.16409370614271834
39,49,55.421773,0.10204081632653061,0.16372148781752202
47,49,55.967122,0.02040816326530612,0.1624150996666549
31,49,56.473268,0.1836734693877551,0.16298335524268576
37,49,56.949701,0.12244897959183673,0.1629662005578213
45,49,57.530886,0.04081632653061224,0.1619077600152102
49,49,58.020404,0.0,0.16048417742050092
49,49,58.572481,0.0,0.15898705663068396
47,49,59.128038,0.02040816326530612,0.15768498763516461
39,49,59.657413,0.10204081632653061,0.1573733286101121
41,49,60.230537,0.08163265306122448,0.1568327601185305
49,49,60.784911,0.0,0.15551045212907186
49,49,61.30227,0.0,0.15410296138217325
47,49,61.860773,0.02040816326530612,0.15297171396456424
35,49,62.311321,0.14285714285714285,0.1531680646234696
41,49,62.893251,0.08163265306122448,0.15284149570668357
47,49,63.402538,0.02040816326530612,0.1518041288014513
43,49,63.89889,0.061224489795918366,0.15114767571556764
43,49,64.445781,0.061224489795918366,0.15062932059995507
43,49,64.979096,0.061224489795918366,0.149896201383065
45,49,65.464663,0.04081632653061224,0.14909792197447885
47,49,66.025162,0.02040816326530612,0.14805470146488944
47,49,66.509013,0.02040816326530612,0.14698753184072932
49,49,67.055837,0.0,0.14582895510397353
47,49,67.557366,0.02040816326530612,0.14493369512426885
45,49,68.068113,0.04081632653061224,0.14426756848086045
35,49,68.5853,0.14285714285714285,0.14462794880592206
41,49,69.145519,0.08163265306122448,0.1441572239786682
31,49,69.632596,0.1836734693877551,0.14466267710091554
41,49,70.15967,0.08163265306122448,0.14431959416613824
39,49,70.644817,0.10204081632653061,0.14422643580634523
45,49,71.184341,0.04081632653061224,0.14350810924243787
41,49,71.670718,0.08163265306122448,0.14308877379751134
35,49,72.153532,0.14285714285714285,0.14341802750057847
43,49,72.702064,0.061224489795918366,0.1429401879750669
47,49,73.217283,0.02040816326530612,0.14205634656164798
49,49,73.752167,0.0,0.14102758429872364
49,49,74.267051,0.0,0.13996814564175547
43,49,74.74001,0.061224489795918366,0.13948714545101143
49,49,75.281348,0.0,0.1385094103358346
37,49,75.751925,0.12244897959183673,0.1386422061229259
27,49,76.225144,0.22448979591836735,0.13958933801176104
47,49,76.768007,0.02040816326530612,0.13877380793282856
41,49,77.286778,0.08163265306122448,0.13860011799841754
47,49,77.811481,0.02040816326530612,0.1378763650900369
43,49,78.319835,0.061224489795918366,0.1373998295354616
37,49,78.791102,0.12244897959183673,0.13735153968794225
27,49,79.329227,0.22448979591836735,0.1382938995438662
41,49,79.830263,0.08163265306122448,0.13804748734678743
43,49,80.379944,0.061224489795918366,0.1377370408874969
41,49,80.848774,0.08163265306122448,0.1375993654556865
47,49,81.36191,0.02040816326530612,0.13693875120451274
49,49,81.889078,0.0,0.13611347273490385
41,49,82.383889,0.08163265306122448,0.13600821065460728
41,49,82.897036,0.08163265306122448,0.13576378273718537
41,49,83.432416,0.08163265306122448,0.13561660306671983
