#{"t_start": 1677550943.2680116, "env_id": "DeepRMSADPPKSP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,length_comparison,length_wp,length_bp,hops_wp,hops_bp,number_slots_wp,number_slots_bp,initial_slots_wp,initial_slots_bp,average_external_fragmentation_wp,average_external_fragmentation_bp
50,50,0.30203,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.41666666666666663,1500,2100,2,2,8,14,258,289,0.2629129791134029,0.3103230850531404
36,50,0.602311,0.14,0.07405940594059406,0.07,"(0.14,)",0.07,0.14,0.0,0.0,0.4615384615384615,900,1050,2,2,5,5,137,130,0.45934055116577355,0.45348329796236414
4,50,0.868981,0.46,0.22593268979911296,0.2,"(0.46,)",0.2,0.46,0.0,0.0,0.21951219512195122,1350,4800,2,4,5,8,312,134,0.5053611525468841,0.6184017989252344
-20,50,1.107945,0.7,0.35990528808208366,0.325,"(0.7,)",0.325,0.7,0.0,0.0,0.47058823529411764,3600,4050,3,6,9,9,71,79,0.5414978057955141,0.5853628980797493
-20,50,1.366484,0.7,0.4462357176396932,0.4,"(0.7,)",0.4,0.7,0.0,0.0,0.2962962962962963,1200,2850,3,2,4,9,4,280,0.619275705371055,0.584693387939097
-24,50,1.638587,0.74,0.4969528940967227,0.45666666666666667,"(0.74,)",0.45666666666666667,0.74,0.0,0.0,0.25,1050,3150,1,3,3,6,0,103,0.6365821574169677,0.6548788831309407
-4,50,1.925691,0.54,0.5134111636453268,0.4685714285714286,"(0.54,)",0.4685714285714286,0.54,0.0,0.0,0.5,900,900,2,2,6,6,37,270,0.6821601978575633,0.6096378559671056
-20,50,2.193712,0.7,0.5401468521780434,0.4975,"(0.7,)",0.4975,0.7,0.0,0.0,0.14285714285714285,600,3600,1,3,3,8,51,263,0.6550006693676871,0.6858791983639075
-20,50,2.464924,0.7,0.5664867344058707,0.52,"(0.7,)",0.52,0.7,0.0,0.0,0.38181818181818183,3150,5100,2,4,9,9,149,271,0.6458941494497461,0.5870679552678584
-14,50,2.740268,0.64,0.5833599948809829,0.532,"(0.64,)",0.532,0.64,0.0,0.0,0.2962962962962963,1200,2850,3,2,3,6,31,169,0.6801797498391631,0.6895485131067072
-22,50,2.984272,0.72,0.6009223385184757,0.5490909090909091,"(0.72,)",0.5490909090909091,0.72,0.0,0.0,0.19047619047619047,600,2550,1,2,4,10,0,64,0.7024228524718331,0.48531971590344697
-30,50,3.226717,0.8,0.6205163474764576,0.57,"(0.8,)",0.57,0.8,0.0,0.0,0.5,900,900,2,2,4,4,259,130,0.7506734784386269,0.6542177474253921
-24,50,3.493114,0.74,0.6335820804077982,0.583076923076923,"(0.74,)",0.583076923076923,0.74,0.0,0.0,0.5,900,900,2,2,5,5,82,54,0.7597532469339825,0.6607580559540316
-20,50,3.776778,0.7,0.6403476794787086,0.5914285714285714,"(0.7,)",0.5914285714285714,0.7,0.0,0.0,0.28571428571428575,300,750,1,3,4,5,22,327,0.7124557998692396,0.6924462072976816
-18,50,4.060978,0.68,0.6505415162454874,0.5973333333333334,"(0.68,)",0.5973333333333334,0.68,0.0,0.0,0.41071428571428575,3450,4950,2,5,6,6,138,41,0.6009665279566314,0.7144563517144132
-22,50,4.345746,0.72,0.6593826877682938,0.605,"(0.72,)",0.605,0.72,0.0,0.0,0.4615384615384615,900,1050,2,2,4,4,158,76,0.7604596965515723,0.6763733379249237
-20,50,4.603117,0.7,0.6668936122587926,0.6105882352941177,"(0.7,)",0.6105882352941177,0.7,0.0,0.0,0.28571428571428575,300,750,1,3,3,4,15,301,0.7322259524271734,0.7153899975318095
-20,50,4.853312,0.7,0.6735984895272714,0.6155555555555555,"(0.7,)",0.6155555555555555,0.7,0.0,0.0,0.25,1050,3150,1,3,3,6,3,64,0.7312163488325973,0.7242590971518922
-6,50,5.11033,0.56,0.6726723459806858,0.6126315789473684,"(0.56,)",0.6126315789473684,0.56,0.0,0.0,0.20833333333333334,750,2850,1,3,3,6,47,73,0.7657172722320426,0.7344691001445888
-12,50,5.400134,0.62,0.6723651702798675,0.613,"(0.62,)",0.613,0.62,0.0,0.0,0.3170731707317073,1950,4200,3,3,8,14,37,189,0.7476032305457535,0.6713562414244137
