#{"t_start": 1677586826.0898101, "env_id": "DeepRMSADPP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,length_comparison,length_wp,length_bp,hops_wp,hops_bp,number_slots_wp,number_slots_bp,initial_slots_wp,initial_slots_bp,average_external_fragmentation_wp,average_external_fragmentation_bp
8,50,0.562778,0.42,0.3477112676056338,0.42,"(0.42,)",0.0,0.0,0.42,0.42,0.22138047138047137,263,925,1,2,3,4,26,10,0.28047118740455607,0.295538070663384
12,50,0.869093,0.38,0.36047524752475246,0.4,"(0.38,)",0.0,0.0,0.4,0.38,0.511002444987775,1463,1400,3,3,6,6,68,68,0.33843782717626253,0.15193757980500724
18,50,1.718638,0.32,0.35048265066527523,0.37333333333333335,"(0.32,)",0.0,0.0,0.37333333333333335,0.32,0.14473684210526316,275,1625,1,3,5,9,9,113,0.15440392115247872,0.09124431478973012
20,50,2.013226,0.3,0.33954222573007103,0.355,"(0.3,)",0.0,0.0,0.355,0.3,0.3313528336380256,725,1463,2,3,5,7,13,144,0.15933735858679757,0.20233414747842735
18,50,2.343104,0.32,0.33817498826107373,0.348,"(0.32,)",0.0,0.0,0.348,0.32,0.34177844013909586,688,1325,2,3,7,9,77,92,0.19778119527860677,0.2616556835518475
14,50,2.642209,0.36,0.34177281406115134,0.35,"(0.36,)",0.0,0.0,0.35,0.36,0.536,1675,1450,3,3,4,4,137,51,0.20426261615613736,0.15340739170674553
34,50,2.9935,0.16,0.3132856790732068,0.32285714285714284,"(0.16,)",0.0,0.0,0.32285714285714284,0.16,0.42143727161997563,1038,1425,2,3,7,9,94,200,0.18763542370034003,0.20394318708486683
30,50,3.311111,0.2,0.3055989866803887,0.3075,"(0.2,)",0.0,0.0,0.3075,0.2,0.39659926470588236,863,1313,2,3,4,5,47,74,0.25490077299521374,0.20825001265259277
14,50,3.624274,0.36,0.31347022297488003,0.31333333333333335,"(0.36,)",0.0,0.0,0.31333333333333335,0.36,0.7786195286195287,925,263,2,1,4,4,94,0,0.2280627008587372,0.19870347192256918
32,50,3.94177,0.18,0.3026938827745073,0.3,"(0.18,)",0.0,0.0,0.3,0.18,0.5,875,875,2,1,3,3,16,4,0.22154163967990675,0.24119729565252854
30,50,4.264873,0.2,0.2919823049788932,0.2909090909090909,"(0.2,)",0.0,0.0,0.2909090909090909,0.2,0.6666666666666666,550,275,2,1,4,4,71,69,0.23227908541449252,0.2616984260611853
