#{"t_start": 1677596305.5643492, "env_id": "DeepRMSADPPKSP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,length_comparison,length_wp,length_bp,hops_wp,hops_bp,number_slots_wp,number_slots_bp,initial_slots_wp,initial_slots_bp,average_external_fragmentation_wp,average_external_fragmentation_bp
50,50,0.177997,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.5730337078651685,1275,950,2,2,8,6,54,47,0.45792890392294805,0.5154494147876365
50,50,0.373376,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.4060089321965083,1000,1463,2,3,5,6,99,93,0.25981272001805783,0.18627387182267616
50,50,0.58097,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.3333333333333333,275,550,1,2,5,5,28,57,0.27721657917920256,0.18123354241994905
50,50,0.809696,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.42000000000000004,525,725,1,2,4,5,30,98,0.1024328337285533,0.1791640104317422
50,50,1.065197,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.4328112118713932,525,688,1,2,5,7,48,220,0.17744618709170037,0.22705157942037682
50,50,1.305044,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.37383177570093457,1000,1675,2,3,3,4,22,249,0.20756290027452423,0.2390852254658289
50,50,1.535146,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.5607278882776132,1325,1038,2,2,9,7,310,185,0.28267925544461486,0.31325717187693447
50,50,1.794369,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.4341046277665996,863,1125,2,2,4,4,158,228,0.2881667279493512,0.19710229973247168
46,50,2.037504,0.04,0.0037397685577194467,0.0044444444444444444,"(0.04,)",0.0044444444444444444,0.04,0.0,0.0,0.5,875,875,1,2,7,7,125,243,0.34355586709207075,0.35222390905980105
46,50,2.291196,0.04,0.008414384438187868,0.008,"(0.04,)",0.008,0.04,0.0,0.0,0.5,875,875,1,2,3,3,0,69,0.39042680403689795,0.3753456603224872
40,50,2.514264,0.1,0.018244376337246286,0.016363636363636365,"(0.1,)",0.016363636363636365,0.1,0.0,0.0,0.3333333333333333,275,550,1,2,4,4,100,315,0.2895136231733301,0.47948289912400954
32,50,2.764423,0.18,0.0341762776425775,0.03,"(0.18,)",0.03,0.18,0.0,0.0,0.4838709677419355,1125,1200,2,2,3,3,147,188,0.5022019440179504,0.44649982123441007
42,50,3.043296,0.08,0.03954220735458099,0.033846153846153845,"(0.08,)",0.033846153846153845,0.08,0.0,0.0,0.4600638977635783,288,338,1,2,4,4,29,98,0.29088329234443383,0.49595193829417406
46,50,3.292896,0.04,0.04066892984894398,0.03428571428571429,"(0.04,)",0.03428571428571429,0.04,0.0,0.0,0.5161290322580646,1200,1125,2,2,5,5,57,262,0.5390237206956967,0.5110466106113716
46,50,3.564731,0.04,0.04199405393926524,0.034666666666666665,"(0.04,)",0.034666666666666665,0.04,0.0,0.0,0.605263157894737,1150,750,2,2,7,7,76,80,0.46401087247858824,0.5218484836067049
44,50,3.804911,0.06,0.04494885610987719,0.03625,"(0.06,)",0.03625,0.06,0.0,0.0,0.4060089321965083,1000,1463,2,3,4,6,144,313,0.527977159659578,0.5599776988525379
