#{"t_start": 1677597782.9238138, "env_id": "DeepRMSADPPKSP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,length_comparison,length_wp,length_bp,hops_wp,hops_bp,number_slots_wp,number_slots_bp,initial_slots_wp,initial_slots_bp,average_external_fragmentation_wp,average_external_fragmentation_bp
50,50,0.177068,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.5730337078651685,1275,950,2,2,8,6,54,47,0.45792890392294805,0.5130754810587392
50,50,0.392015,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.4060089321965083,1000,1463,2,3,5,6,99,96,0.2595673642598727,0.1864557323408034
50,50,0.605877,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.3333333333333333,275,550,1,2,5,5,28,95,0.2753267622689118,0.19776173560184662
50,50,0.819531,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.42000000000000004,525,725,1,2,4,5,30,97,0.10759245775406302,0.1802806524158695
50,50,1.034697,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.4328112118713932,525,688,1,2,5,7,109,230,0.1800573861866555,0.21215940214325718
50,50,1.263777,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.37383177570093457,1000,1675,2,3,3,4,64,256,0.2239032022221444,0.23299896382985316
50,50,1.500872,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.5607278882776132,1325,1038,2,2,9,7,344,224,0.3154113942353729,0.3419445881752836
50,50,1.73095,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.4341046277665996,863,1125,2,2,4,4,227,192,0.274300924142737,0.22033871264553623
34,50,1.945654,0.16,0.017058283940163704,0.017777777777777778,"(0.16,)",0.017777777777777778,0.16,0.0,0.0,0.5,875,875,1,2,7,7,112,250,0.37618544235059254,0.33688274116802974
28,50,2.162221,0.22,0.038088686972101354,0.038,"(0.22,)",0.038,0.22,0.0,0.0,0.5,875,875,1,2,3,3,22,196,0.4277060429368383,0.3512469527761547
34,50,2.392088,0.16,0.050497311050714165,0.04909090909090909,"(0.16,)",0.04909090909090909,0.16,0.0,0.0,0.3333333333333333,275,550,1,2,4,4,114,299,0.393736407549917,0.5261613219929859
